,date,gateway,chain,relays,relays_norm
3550,2022-08-07,ap-northeast-2,0040,15591600,0.06995817778303424
3548,2022-08-07,us-west-2,0009,4922579,0.02118088074725585
3559,2022-08-07,us-east-1,0040,27350883,0.12272107644096623
3547,2022-08-07,us-east-2,0009,10919564,0.04698471733943286
3545,2022-08-07,eu-west-3,0009,13615785,0.058586021344761555
3544,2022-08-07,eu-west-2,0009,6080545,0.02616337869302307
3543,2022-08-07,eu-west-1,0009,110341,0.0004747754302232544
3542,2022-08-07,eu-south-1,0009,7671684,0.033009734111861026
3541,2022-08-07,eu-north-1,0009,12129166,0.052189394748092456
3540,2022-08-07,eu-central-1,0009,31092504,0.13378487564294558
3539,2022-08-07,ca-central-1,0009,3102524,0.013349545199680738
3538,2022-08-07,ap-southeast-1,0009,38507726,0.16569110465347606
3537,2022-08-07,ap-northeast-2,0009,13817387,0.05945347475087413
3536,2022-08-07,ap-east-1,0009,20404863,0.0877980769566305
3546,2022-08-07,us-east-1,0009,29731720,0.12792969208433255
3560,2022-08-07,us-east-2,0040,14377392,0.06451013017216799
3549,2022-08-07,ap-east-1,0040,4935089,0.022143322919847656
3562,2022-08-07,ap-east-1,0004,2718817,0.04787126759235635
3561,2022-08-07,us-west-2,0040,9608052,0.043110508861479116
3584,2022-08-07,eu-west-3,0049,1192959,0.0371504240603508
3583,2022-08-07,eu-west-2,0049,1171504,0.03648228513167444
3582,2022-08-07,eu-west-1,0049,52941,0.0016486573303684637
3581,2022-08-07,eu-south-1,0049,541557,0.01686484799800446
3580,2022-08-07,eu-north-1,0049,679625,0.0211644800466872
3579,2022-08-07,eu-central-1,0049,4143545,0.12903582928092774
3578,2022-08-07,ca-central-1,0049,1022297,0.031835768928877226
3577,2022-08-07,ap-southeast-1,0049,3438544,0.10708110484113444
3576,2022-08-07,ap-northeast-2,0049,1530814,0.047671704775706335
3575,2022-08-07,ap-east-1,0049,1402072,0.04366249750674095
3574,2022-08-07,us-west-2,0004,305265,0.00537491949681816
3585,2022-08-07,us-east-1,0049,6609125,0.20581746432012
3572,2022-08-07,us-east-1,0004,4065859,0.07158915961677097
3571,2022-08-07,eu-west-3,0004,3528875,0.06213427362892629
3570,2022-08-07,eu-west-2,0004,5620555,0.09896329632430444
3569,2022-08-07,eu-west-1,0004,20466,0.00036035281614951097
3568,2022-08-07,eu-south-1,0004,735679,0.012953386076031274
3567,2022-08-07,eu-north-1,0004,1506891,0.026532415493030037
3566,2022-08-07,eu-central-1,0004,44482512,0.7832208769962091
3565,2022-08-07,ca-central-1,0004,818936,0.014419324433021397
3564,2022-08-07,ap-southeast-1,0004,13905178,0.24483387331966308
3563,2022-08-07,ap-northeast-2,0004,3046436,0.05363978265509878
3573,2022-08-07,us-east-2,0004,1306461,0.023003366585532408
3717,2022-08-08,us-west-2,0027,653596,0.007533241987989085
3708,2022-08-08,ca-central-1,0027,27043,0.00031169325253090416
3709,2022-08-08,eu-central-1,0027,5656993,0.06520158812685564
3710,2022-08-08,eu-north-1,0027,274103,0.0031592669303878423
3711,2022-08-08,eu-south-1,0027,236244,0.002722910207850864
3716,2022-08-08,us-east-2,0027,214187,0.002468684786445171
3713,2022-08-08,eu-west-2,0027,1153864,0.013299250199250053
3714,2022-08-08,eu-west-3,0027,2534493,0.02921215718251706
3715,2022-08-08,us-east-1,0027,2283842,0.02632319421834431
3707,2022-08-08,ap-southeast-1,0027,45172017,0.520645375960925
3712,2022-08-08,eu-west-1,0027,65248,0.0007520379152141565
3706,2022-08-08,ap-northeast-2,0027,11801255,0.13601936008936122
3700,2022-08-08,eu-west-2,0021,1968769,0.006449383172532394
3704,2022-08-08,us-west-2,0021,1652413,0.0054130497769285125
3703,2022-08-08,us-east-2,0021,13468203,0.04411975289759759
3702,2022-08-08,us-east-1,0021,10409500,0.034099914278656336
3701,2022-08-08,eu-west-3,0021,1309100,0.004288409412766128
3699,2022-08-08,eu-west-1,0021,288563,0.0009452878201634957
3698,2022-08-08,eu-south-1,0021,1135971,0.0037212655481088926
3697,2022-08-08,eu-north-1,0021,2261661,0.007408852128092624
3696,2022-08-08,eu-central-1,0021,219012706,0.7174517988891457
3695,2022-08-08,ca-central-1,0021,10436636,0.03418880762356873
3694,2022-08-08,ap-southeast-1,0021,4225337,0.01384155141922618
3705,2022-08-08,ap-east-1,0027,6726587,0.07752955590955504
3718,2022-08-08,ap-east-1,03DF,535286,0.012044695291278523
3743,2022-08-08,us-west-2,0005,43344,0.0014878254317779657
3720,2022-08-08,ap-southeast-1,03DF,445640,0.010027532962949453
3693,2022-08-08,ap-northeast-2,0021,1425313,0.004669105251957779
3742,2022-08-08,us-east-2,0005,116494,0.00399877112978826
3741,2022-08-08,us-east-1,0005,3537138,0.12141574086628484
3740,2022-08-08,eu-west-3,0005,557726,0.019144493511530955
3739,2022-08-08,eu-west-2,0005,821442,0.02819680459418964
3738,2022-08-08,eu-west-1,0005,15567,0.000534352586205417
3737,2022-08-08,eu-south-1,0005,368427,0.012646619148063414
3736,2022-08-08,eu-north-1,0005,110298,0.0037860873355999923
3735,2022-08-08,eu-central-1,0005,14043845,0.4820687927036689
3734,2022-08-08,ca-central-1,0005,357364,0.012266870791848952
3733,2022-08-08,ap-southeast-1,0005,3964259,0.13607708929389736
3732,2022-08-08,ap-northeast-2,0005,226381,0.007770750486141742
3731,2022-08-08,ap-east-1,0005,581676,0.01996660081798819
3730,2022-08-08,us-west-2,03DF,5315606,0.11960868499921887
3729,2022-08-08,us-east-2,03DF,5072875,0.11414689273723681
3728,2022-08-08,us-east-1,03DF,7331499,0.1649691407645879
3727,2022-08-08,eu-west-3,03DF,515226,0.011593316799139653
3726,2022-08-08,eu-west-2,03DF,1219475,0.027439919576323458
3725,2022-08-08,eu-west-1,03DF,57196,0.0012869912381044272
3724,2022-08-08,eu-south-1,03DF,3362453,0.07565996834635194
3723,2022-08-08,eu-north-1,03DF,1644379,0.03700086308698021
3722,2022-08-08,eu-central-1,03DF,3533532,0.07950948883770916
3721,2022-08-08,ca-central-1,03DF,933795,0.021011713811905093
3719,2022-08-08,ap-northeast-2,03DF,412303,0.009277403112877993
3692,2022-08-08,ap-east-1,0021,3428837,0.011232340436667002
3691,2022-08-08,us-west-2,0049,1998660,0.062389755576287696
3690,2022-08-08,us-east-2,0049,1805871,0.05637169418125456
3662,2022-08-08,eu-west-3,0040,8503549,0.03410008183010056
3661,2022-08-08,eu-west-2,0040,9655716,0.03872038671479535
3660,2022-08-08,eu-west-1,0040,774329,0.0031051367215523705
3659,2022-08-08,eu-south-1,0040,7401051,0.029678954602219334
3658,2022-08-08,eu-north-1,0040,6159784,0.024701349807679615
3657,2022-08-08,eu-central-1,0040,74986075,0.3007016592269955
3656,2022-08-08,ca-central-1,0040,4883733,0.019584257694800433
3655,2022-08-08,ap-southeast-1,0040,8016177,0.032145671373748776
3654,2022-08-08,ap-northeast-2,0040,14801406,0.05935511817483988
3653,2022-08-08,ap-east-1,0040,6646699,0.026653927648332194
3663,2022-08-08,us-east-1,0040,27786456,0.11142646715724092
3652,2022-08-08,us-west-2,0009,4945984,0.021475006053596275
3650,2022-08-08,us-east-1,0009,27977081,0.1214739036432292
3649,2022-08-08,eu-west-3,0009,11264599,0.04890984922642987
3648,2022-08-08,eu-west-2,0009,7471740,0.03244160549870308
3647,2022-08-08,eu-west-1,0009,108678,0.0004718698458977498
3646,2022-08-08,eu-south-1,0009,8581644,0.03726070623152201
3645,2022-08-08,eu-north-1,0009,12262315,0.053241840017295726
3644,2022-08-08,eu-central-1,0009,32053446,0.1391731042576404
3643,2022-08-08,ca-central-1,0009,4651726,0.02019736497523469
3642,2022-08-08,ap-southeast-1,0009,38358377,0.16654853276539675
3641,2022-08-08,ap-northeast-2,0009,13166376,0.05716718944176218
3651,2022-08-08,us-east-2,0009,10039756,0.04359169396355296
3664,2022-08-08,us-east-2,0040,21303441,0.08542892871702384
3640,2022-08-08,ap-east-1,0009,20015929,0.08690731640930363
3666,2022-08-08,ap-east-1,0004,2482827,0.04509506586009348
3689,2022-08-08,us-east-1,0049,6454216,0.20147346656087842
3688,2022-08-08,eu-west-3,0049,1055442,0.03294645832955492
3687,2022-08-08,eu-west-2,0049,1166793,0.036422368025638904
3686,2022-08-08,eu-west-1,0049,41643,0.0012999192416235622
3685,2022-08-08,eu-south-1,0049,597280,0.018644568466174894
3684,2022-08-08,eu-north-1,0049,661035,0.020634731308662474
3665,2022-08-08,us-west-2,0040,11666052,0.0467820351048966
3682,2022-08-08,ca-central-1,0049,1119537,0.03494723454144797
3681,2022-08-08,ap-southeast-1,0049,3481116,0.10866579426851207
3680,2022-08-08,ap-northeast-2,0049,1434836,0.044789542659611103
3679,2022-08-08,ap-east-1,0049,1489425,0.04649358154924414
3683,2022-08-08,eu-central-1,0049,3937673,0.1229175827851398
3677,2022-08-08,us-east-2,0004,1273614,0.02313238385531376
3678,2022-08-08,us-west-2,0004,289850,0.00526448473435648
3668,2022-08-08,ap-southeast-1,0004,13488618,0.24499093858397802
3669,2022-08-08,ca-central-1,0004,1311813,0.023826184277489657
3670,2022-08-08,eu-central-1,0004,37486988,0.6808682976125738
3671,2022-08-08,eu-north-1,0004,1710821,0.031073282862571973
3667,2022-08-08,ap-northeast-2,0004,2872576,0.05217399517087735
3673,2022-08-08,eu-west-1,0004,21291,0.0003867039657725852
3674,2022-08-08,eu-west-2,0004,6845677,0.12433659500719428
3675,2022-08-08,eu-west-3,0004,3061048,0.055597172562126734
3676,2022-08-08,us-east-1,0004,3525134,0.06402626920669655
3672,2022-08-08,eu-south-1,0004,1817039,0.033002498110161683
3820,2022-08-09,us-east-2,0027,213540,0.0024700736648516743
3819,2022-08-09,us-east-1,0027,1771541,0.020491883348810525
3818,2022-08-09,eu-west-3,0027,1872687,0.021661865885595613
3817,2022-08-09,eu-west-2,0027,1027723,0.011887943790682575
3816,2022-08-09,eu-west-1,0027,65344,0.0007558513325656448
3815,2022-08-09,eu-south-1,0027,286161,0.0033100999813038302
3814,2022-08-09,eu-north-1,0027,175992,0.0020357460167864374
3813,2022-08-09,eu-central-1,0027,5068602,0.058629860062819734
3812,2022-08-09,ca-central-1,0027,33532,0.00038787351376700545
3811,2022-08-09,ap-southeast-1,0027,46295700,0.5355146078761527
3799,2022-08-09,ca-central-1,0021,11485441,0.0506609630038009
3809,2022-08-09,ap-east-1,0027,6798639,0.07864165566513778
3808,2022-08-09,us-west-2,0021,1375460,0.006066996310651719
3807,2022-08-09,us-east-2,0021,13924250,0.061418269799624996
3806,2022-08-09,us-east-1,0021,11765586,0.0518966504694106
3805,2022-08-09,eu-west-3,0021,1592264,0.007023293889741285
3804,2022-08-09,eu-west-2,0021,2736042,0.012068367469637903
3803,2022-08-09,eu-west-1,0021,383136,0.001689968954733585
3802,2022-08-09,eu-south-1,0021,1194713,0.005269742023241423
3801,2022-08-09,eu-north-1,0021,2848107,0.012562673332078965
3800,2022-08-09,eu-central-1,0021,103213378,0.4552623729776957
3821,2022-08-09,us-west-2,0027,683950,0.007911430566054615
3810,2022-08-09,ap-northeast-2,0027,10289684,0.11902349661911414
3822,2022-08-09,ap-east-1,03DF,524086,0.012388001825275816
3835,2022-08-09,ap-east-1,0005,555905,0.018317359250367746
3824,2022-08-09,ap-southeast-1,03DF,392603,0.009280092734033654
3798,2022-08-09,ap-southeast-1,0021,3644963,0.016077513757915184
3847,2022-08-09,us-west-2,0005,61371,0.0020222064103656537
3846,2022-08-09,us-east-2,0005,116477,0.0038379778080878633
3845,2022-08-09,us-east-1,0005,3709292,0.12222310309947755
3844,2022-08-09,eu-west-3,0005,567894,0.018712403043916387
3843,2022-08-09,eu-west-2,0005,816210,0.02689454456020841
3842,2022-08-09,eu-west-1,0005,18057,0.0005949875535997884
3841,2022-08-09,eu-south-1,0005,397021,0.013082048707855213
3840,2022-08-09,eu-north-1,0005,248439,0.008186194430347113
3839,2022-08-09,eu-central-1,0005,14419719,0.4751372504517022
3838,2022-08-09,ca-central-1,0005,342755,0.011293955747582404
3837,2022-08-09,ap-southeast-1,0005,4621103,0.15226775039611468
3836,2022-08-09,ap-northeast-2,0005,203009,0.006689252271625377
3834,2022-08-09,us-west-2,03DF,4747024,0.11220704612721595
3833,2022-08-09,us-east-2,03DF,4933734,0.11662037489538997
3832,2022-08-09,us-east-1,03DF,7296288,0.17246487992760354
3831,2022-08-09,eu-west-3,03DF,386127,0.009127017284927043
3830,2022-08-09,eu-west-2,03DF,1301467,0.03076322506523021
3829,2022-08-09,eu-west-1,03DF,65033,0.0015372074863727748
3828,2022-08-09,eu-south-1,03DF,3266698,0.07721606909290624
3827,2022-08-09,eu-north-1,03DF,1600409,0.03782942038747046
3826,2022-08-09,eu-central-1,03DF,3768835,0.08908525482299351
3825,2022-08-09,ca-central-1,03DF,1192535,0.028188361751134917
3823,2022-08-09,ap-northeast-2,03DF,426015,0.010069863720066699
3797,2022-08-09,ap-northeast-2,0021,1546237,0.0068202740715056645
3796,2022-08-09,ap-east-1,0021,4039945,0.017819734060049625
3744,2022-08-09,ap-east-1,0009,18532905,0.0805181436225908
3767,2022-08-09,us-east-1,0040,26068372,0.10355451521413915
3766,2022-08-09,eu-west-3,0040,9423540,0.03743425620522251
3765,2022-08-09,eu-west-2,0040,7769064,0.030861983103034618
3764,2022-08-09,eu-west-1,0040,695910,0.002764446613032512
3763,2022-08-09,eu-south-1,0040,7429199,0.029511896672119276
3762,2022-08-09,eu-north-1,0040,6026221,0.023938679186727305
3761,2022-08-09,eu-central-1,0040,78434671,0.3115754344531181
3760,2022-08-09,ca-central-1,0040,4717120,0.01873838054815698
3759,2022-08-09,ap-southeast-1,0040,7147069,0.028391157894209974
3758,2022-08-09,ap-northeast-2,0040,14143651,0.05618451826078646
3757,2022-08-09,ap-east-1,0040,6019110,0.02391043131004027
3756,2022-08-09,us-west-2,0009,4484483,0.019483305303030846
3755,2022-08-09,us-east-2,0009,10819871,0.047008060914136514
3754,2022-08-09,us-east-1,0009,27094942,0.11771680863856841
3753,2022-08-09,eu-west-3,0009,10844869,0.04711666733899422
3752,2022-08-09,eu-west-2,0009,9093727,0.03950864781590538
3751,2022-08-09,eu-west-1,0009,134195,0.0005830242092879434
3750,2022-08-09,eu-south-1,0009,8123090,0.03529161387700585
3749,2022-08-09,eu-north-1,0009,11387867,0.0494757789273167
3748,2022-08-09,eu-central-1,0009,32080163,0.13937562254110317
3747,2022-08-09,ca-central-1,0009,4878616,0.02119565733313096
3746,2022-08-09,ap-southeast-1,0009,38341014,0.16657654436192085
3745,2022-08-09,ap-northeast-2,0009,12953660,0.056278530339318615
3768,2022-08-09,us-east-2,0040,15438931,0.06132991408629371
3769,2022-08-09,us-west-2,0040,14397789,0.057194061065664756
3795,2022-08-09,us-west-2,0049,1893218,0.05965155843256024
3771,2022-08-09,ap-northeast-2,0004,2515094,0.04253125977262911
3770,2022-08-09,ap-east-1,0004,3171445,0.05363042142743203
3794,2022-08-09,us-east-2,0049,1889153,0.0595234783144606
3793,2022-08-09,us-east-1,0049,6858272,0.2160905996849765
3792,2022-08-09,eu-west-3,0049,1178828,0.03714254107236363
3791,2022-08-09,eu-west-2,0049,1249030,0.03935446738253107
3790,2022-08-09,eu-west-1,0049,46740,0.0014726850479648227
3789,2022-08-09,eu-south-1,0049,689670,0.021730139003634987
3787,2022-08-09,eu-central-1,0049,3632817,0.11446288570587126
3786,2022-08-09,ca-central-1,0049,1065632,0.03357595877263265
3785,2022-08-09,ap-southeast-1,0049,3656319,0.1152033872890392
3784,2022-08-09,ap-northeast-2,0049,1468933,0.04628317641339561
3788,2022-08-09,eu-north-1,0049,740261,0.023324161452535037
3782,2022-08-09,us-west-2,0004,295068,0.004989719572544854
3781,2022-08-09,us-east-2,0004,1176109,0.01988848027148371
3780,2022-08-09,us-east-1,0004,3856755,0.06521929151927769
3779,2022-08-09,eu-west-3,0004,3285682,0.05556221543697833
3772,2022-08-09,ap-southeast-1,0004,14075108,0.23801578576220617
3778,2022-08-09,eu-west-2,0004,8513819,0.143972132869048
3777,2022-08-09,eu-west-1,0004,10350,0.0001750226984147357
3776,2022-08-09,eu-south-1,0004,1237095,0.02091977827008478
3775,2022-08-09,eu-north-1,0004,1568246,0.02651967600947977
3774,2022-08-09,eu-central-1,0004,42490704,0.7185350407364063
3773,2022-08-09,ca-central-1,0004,1209200,0.02044806250464719
3783,2022-08-09,ap-east-1,0049,1591862,0.050156426312010664
3916,2022-08-10,ca-central-1,0027,29348,0.0003496824744202945
3917,2022-08-10,eu-central-1,0027,5006382,0.05965122140020522
3918,2022-08-10,eu-north-1,0027,169488,0.0020194556093957637
3919,2022-08-10,eu-south-1,0027,339578,0.004046084070420293
3924,2022-08-10,us-east-2,0027,243593,0.002902419346853714
3921,2022-08-10,eu-west-2,0027,990707,0.011804309499301713
3922,2022-08-10,eu-west-3,0027,1444669,0.01721328303933121
3923,2022-08-10,us-east-1,0027,1936329,0.023071429603781328
3915,2022-08-10,ap-southeast-1,0027,46273150,0.5513462447601694
3920,2022-08-10,eu-west-1,0027,84227,0.0010035677311230117
3914,2022-08-10,ap-northeast-2,0027,9571521,0.11404501660235149
3902,2022-08-10,ap-southeast-1,0021,3678642,0.02240808987011911
3912,2022-08-10,us-west-2,0021,1406647,0.008568453356301983
3911,2022-08-10,us-east-2,0021,11493650,0.07001245082715157
3910,2022-08-10,us-east-1,0021,11454750,0.06977549526149783
3909,2022-08-10,eu-west-3,0021,1539144,0.009375545941968424
3908,2022-08-10,eu-west-2,0021,2833238,0.01725839364837256
3907,2022-08-10,eu-west-1,0021,492225,0.002998340701900152
3906,2022-08-10,eu-south-1,0021,1455465,0.008865823454093362
3905,2022-08-10,eu-north-1,0021,3214835,0.01958285465060323
3904,2022-08-10,eu-central-1,0021,82498148,0.502529442795028
3903,2022-08-10,ca-central-1,0021,12456433,0.07587714980830355
3925,2022-08-10,us-west-2,0027,574478,0.006844926009950318
3913,2022-08-10,ap-east-1,0027,5597855,0.06669864344575499
3926,2022-08-10,ap-east-1,03DF,498372,0.014841337221243613
3938,2022-08-10,us-west-2,03DF,1975987,0.058844175458881126
3928,2022-08-10,ap-southeast-1,03DF,351097,0.01045554119085135
3901,2022-08-10,ap-northeast-2,0021,1221468,0.007440453492749403
3951,2022-08-10,us-west-2,0005,103763,0.0033769134367458223
3950,2022-08-10,us-east-2,0005,86814,0.002825316953997589
3949,2022-08-10,us-east-1,0005,3990151,0.12985741089352446
3948,2022-08-10,eu-west-3,0005,574867,0.0187087506783898
3947,2022-08-10,eu-west-2,0005,847370,0.027577220578581068
3946,2022-08-10,eu-west-1,0005,20311,0.0006610110426042462
3945,2022-08-10,eu-south-1,0005,425925,0.013861509936547367
3944,2022-08-10,eu-north-1,0005,120727,0.0039289980867747935
3943,2022-08-10,eu-central-1,0005,14277994,0.46466996702462565
3942,2022-08-10,ca-central-1,0005,337258,0.010975888051135979
3941,2022-08-10,ap-southeast-1,0005,4889840,0.1591373264028333
3940,2022-08-10,ap-northeast-2,0005,196451,0.0063933966978802995
3939,2022-08-10,ap-east-1,0005,522783,0.017013703701726928
3937,2022-08-10,us-east-2,03DF,4866079,0.14491006594313466
3936,2022-08-10,us-east-1,03DF,6056841,0.18037052598551762
3935,2022-08-10,eu-west-3,03DF,340879,0.0101512528605947
3934,2022-08-10,eu-west-2,03DF,1311365,0.039051973596301824
3933,2022-08-10,eu-west-1,03DF,68460,0.002038713944937392
3932,2022-08-10,eu-south-1,03DF,2923013,0.08704626591196728
3931,2022-08-10,eu-north-1,03DF,1489612,0.04436010454201107
3930,2022-08-10,eu-central-1,03DF,3137721,0.09344019220015919
3929,2022-08-10,ca-central-1,03DF,967099,0.028799857105390105
3927,2022-08-10,ap-northeast-2,03DF,399420,0.01189458258672061
3899,2022-08-10,us-west-2,0049,2426200,0.07617971328771761
3886,2022-08-10,us-west-2,0004,264788,0.004745774644277496
3898,2022-08-10,us-east-2,0049,1834739,0.057608561115239355
3870,2022-08-10,eu-west-3,0040,8834490,0.035951882104421636
3869,2022-08-10,eu-west-2,0040,8179324,0.03328568962575841
3868,2022-08-10,eu-west-1,0040,753133,0.0030648683540248937
3867,2022-08-10,eu-south-1,0040,10807126,0.04397950757085353
3866,2022-08-10,eu-north-1,0040,5813535,0.023658131361281618
3865,2022-08-10,eu-central-1,0040,79550705,0.3237309191004376
3864,2022-08-10,ca-central-1,0040,3531437,0.014371152911282081
3863,2022-08-10,ap-southeast-1,0040,6642889,0.0270331804281582
3862,2022-08-10,ap-northeast-2,0040,14983237,0.0609741558558115
3900,2022-08-10,ap-east-1,0021,3688969,0.0224709957859676
3860,2022-08-10,us-west-2,0009,4908787,0.02187945468078249
3859,2022-08-10,us-east-2,0009,9880290,0.04403844723512925
3858,2022-08-10,us-east-1,0009,27565043,0.12286296168326728
3857,2022-08-10,eu-west-3,0009,10137765,0.04518606529106333
3856,2022-08-10,eu-west-2,0009,8149389,0.036323472031189644
3855,2022-08-10,eu-west-1,0009,155931,0.0006950159474894906
3854,2022-08-10,eu-south-1,0009,12358135,0.05508270264558065
3853,2022-08-10,eu-north-1,0009,11950113,0.053264066217118336
3852,2022-08-10,eu-central-1,0009,28697944,0.127912530158598
3851,2022-08-10,ca-central-1,0009,4827391,0.02151665627596334
3850,2022-08-10,ap-southeast-1,0009,35636772,0.15884028741588876
3849,2022-08-10,ap-northeast-2,0009,12411099,0.05531877388633992
3848,2022-08-10,ap-east-1,0009,19024304,0.08479516369348049
3871,2022-08-10,us-east-1,0040,26280826,0.10694959844414549
3872,2022-08-10,us-east-2,0040,14739988,0.059984256114002016
3861,2022-08-10,ap-east-1,0040,5433170,0.022110239220745117
3874,2022-08-10,ap-east-1,0004,5609329,0.1005355655830719
3873,2022-08-10,us-west-2,0040,11972098,0.048720351241393914
3897,2022-08-10,us-east-1,0049,6835246,0.21461836638818674
3896,2022-08-10,eu-west-3,0049,1043757,0.032772693513332896
3895,2022-08-10,eu-west-2,0049,1463769,0.04596055673046291
3894,2022-08-10,eu-west-1,0049,60193,0.0018899865971179564
3893,2022-08-10,eu-south-1,0049,854884,0.026842312263728126
3892,2022-08-10,eu-north-1,0049,822413,0.025822762568663633
3890,2022-08-10,ca-central-1,0049,1149169,0.036082501417497796
3889,2022-08-10,ap-southeast-1,0049,3523473,0.11063274376268001
3888,2022-08-10,ap-northeast-2,0049,1389483,0.043628067166003516
3887,2022-08-10,ap-east-1,0049,1552519,0.04874719820861184
3891,2022-08-10,eu-central-1,0049,3327430,0.10447723328041802
3885,2022-08-10,us-east-2,0004,860331,0.015419645321864671
3875,2022-08-10,ap-northeast-2,0004,2006648,0.035964995386460676
3877,2022-08-10,ca-central-1,0004,1613643,0.028921197464824206
3878,2022-08-10,eu-central-1,0004,38482957,0.689727032824075
3879,2022-08-10,eu-north-1,0004,1676668,0.03005078961762414
3880,2022-08-10,eu-south-1,0004,3462500,0.0620581170816307
3876,2022-08-10,ap-southeast-1,0004,10693084,0.19165130941103595
3882,2022-08-10,eu-west-2,0004,7105744,0.1273556947593054
3883,2022-08-10,eu-west-3,0004,5479967,0.09821702056013648
3884,2022-08-10,us-east-1,0004,3651578,0.0654469473087962
3881,2022-08-10,eu-west-1,0004,23132,0.00041459302941004514
4019,2022-08-11,ap-southeast-1,0027,39102730,0.5763024188568314
4028,2022-08-11,us-east-2,0027,216028,0.0031838559338645558
4027,2022-08-11,us-east-1,0027,2029576,0.02991222244722485
4026,2022-08-11,eu-west-3,0027,1029465,0.015172423245856438
4025,2022-08-11,eu-west-2,0027,1203012,0.01773018726605008
4024,2022-08-11,eu-west-1,0027,63503,0.0009359175818329146
4023,2022-08-11,eu-south-1,0027,282531,0.004163988005493208
4022,2022-08-11,eu-north-1,0027,181199,0.002670540445499304
4021,2022-08-11,eu-central-1,0027,6007334,0.08853706928086312
4020,2022-08-11,ca-central-1,0027,23757,0.0003501345446924484
4018,2022-08-11,ap-northeast-2,0027,6401553,0.09434713326512512
4006,2022-08-11,ap-southeast-1,0021,5688450,0.038224920297467956
4016,2022-08-11,us-west-2,0021,1389222,0.009335214377464693
4015,2022-08-11,us-east-2,0021,10106901,0.06791577410004468
4014,2022-08-11,us-east-1,0021,10821622,0.07271851531424654
4013,2022-08-11,eu-west-3,0021,1726741,0.01160325521000802
4012,2022-08-11,eu-west-2,0021,1708836,0.011482938217167058
4011,2022-08-11,eu-west-1,0021,463563,0.0031150240799963326
4010,2022-08-11,eu-south-1,0021,1164028,0.007821968642428258
4009,2022-08-11,eu-north-1,0021,3444202,0.02314415120786501
4008,2022-08-11,eu-central-1,0021,79765043,0.5360005645121438
4007,2022-08-11,ca-central-1,0021,14905872,0.10016362439052102
4029,2022-08-11,us-west-2,0027,666491,0.00982285317281705
4017,2022-08-11,ap-east-1,0027,5745284,0.0846749335972054
4030,2022-08-11,ap-east-1,03DF,730155,0.020810412300139185
4005,2022-08-11,ap-northeast-2,0021,1049158,0.0070500717997786545
4032,2022-08-11,ap-southeast-1,03DF,372862,0.010627075006066515
4055,2022-08-11,us-west-2,0005,189883,0.006135207788269273
4054,2022-08-11,us-east-2,0005,81351,0.0026284885365382557
4053,2022-08-11,us-east-1,0005,3678112,0.11884150444498282
4052,2022-08-11,eu-west-3,0005,574809,0.01857234535775858
4051,2022-08-11,eu-west-2,0005,837314,0.027054003644491068
4050,2022-08-11,eu-west-1,0005,19686,0.0006360637893854052
4049,2022-08-11,eu-south-1,0005,419082,0.013540733769339347
4048,2022-08-11,eu-north-1,0005,103593,0.003347137871269038
4047,2022-08-11,eu-central-1,0005,16741229,0.5409168727374194
4046,2022-08-11,ca-central-1,0005,347649,0.011232700412275056
4045,2022-08-11,ap-southeast-1,0005,4452949,0.14387684724575592
4044,2022-08-11,ap-northeast-2,0005,192631,0.006223996942654678
4043,2022-08-11,ap-east-1,0005,533058,0.01722335118572617
4042,2022-08-11,us-west-2,03DF,1910327,0.05444692222622318
4041,2022-08-11,us-east-2,03DF,4920932,0.1402532665268998
4040,2022-08-11,us-east-1,03DF,7140449,0.203512525009233
4039,2022-08-11,eu-west-3,03DF,521697,0.014869075286405915
4038,2022-08-11,eu-west-2,03DF,1368035,0.038990861380146555
4037,2022-08-11,eu-west-1,03DF,72252,0.002059280439782863
4036,2022-08-11,eu-south-1,03DF,3068391,0.08745332403124867
4035,2022-08-11,eu-north-1,03DF,1964206,0.055982547133700634
4034,2022-08-11,eu-central-1,03DF,4207268,0.11991287019493393
4033,2022-08-11,ca-central-1,03DF,655724,0.0186890273915764
4031,2022-08-11,ap-northeast-2,03DF,293891,0.008376293911977875
4004,2022-08-11,ap-east-1,0021,3873885,0.026031510405568593
4003,2022-08-11,us-west-2,0049,2493831,0.07618159195431214
4002,2022-08-11,us-east-2,0049,1553703,0.04746254576360252
3974,2022-08-11,eu-west-3,0040,8091921,0.03155907362840419
3973,2022-08-11,eu-west-2,0040,8328161,0.032480426611703736
3972,2022-08-11,eu-west-1,0040,735827,0.0028697781986215354
3971,2022-08-11,eu-south-1,0040,10674522,0.04163140319165503
3970,2022-08-11,eu-north-1,0040,6655474,0.02595682706219324
3969,2022-08-11,eu-central-1,0040,93391212,0.36423244069657934
3968,2022-08-11,ca-central-1,0040,4221120,0.016462671456422957
3967,2022-08-11,ap-southeast-1,0040,7669527,0.02991170666248891
3966,2022-08-11,ap-northeast-2,0040,15849086,0.06181257479119113
3965,2022-08-11,ap-east-1,0040,5466824,0.021321006610114844
3975,2022-08-11,us-east-1,0040,28271569,0.1102611515438064
3964,2022-08-11,us-west-2,0009,5459974,0.024278994041604114
3962,2022-08-11,us-east-1,0009,28564607,0.12701890579584502
3961,2022-08-11,eu-west-3,0009,10561224,0.0469628416853352
3960,2022-08-11,eu-west-2,0009,6988933,0.03107785177441694
