,date,gateway,chain,relays,relays_norm
3959,2022-08-11,eu-west-1,0009,129522,0.0005759485056625999
3958,2022-08-11,eu-south-1,0009,11201607,0.0498104477437788
3957,2022-08-11,eu-north-1,0009,12222638,0.05435069016348503
3956,2022-08-11,eu-central-1,0009,39116267,0.17393921901877107
3955,2022-08-11,ca-central-1,0009,6329962,0.028147590021780407
3954,2022-08-11,ap-southeast-1,0009,26559604,0.11810321207818293
3953,2022-08-11,ap-northeast-2,0009,12659713,0.05629424178492757
3963,2022-08-11,us-east-2,0009,10389836,0.04620072665863316
3976,2022-08-11,us-east-2,0040,14354452,0.05598339474191528
3952,2022-08-11,ap-east-1,0009,19842184,0.0882327035089201
3978,2022-08-11,ap-east-1,0004,6056844,0.11224149254008484
4001,2022-08-11,us-east-1,0049,6558963,0.2003633136766008
4000,2022-08-11,eu-west-3,0049,1002078,0.030611495848112083
3999,2022-08-11,eu-west-2,0049,1708784,0.052199962798624815
3998,2022-08-11,eu-west-1,0049,131867,0.004028275366790805
3997,2022-08-11,eu-south-1,0049,930814,0.028434521959732277
3996,2022-08-11,eu-north-1,0049,763897,0.02333553859468552
3977,2022-08-11,us-west-2,0040,13280214,0.051793789314918445
3994,2022-08-11,ca-central-1,0049,1165281,0.0355970238777659
3993,2022-08-11,ap-southeast-1,0049,3719342,0.11361852290012243
3992,2022-08-11,ap-northeast-2,0049,1240758,0.0379026965620559
3991,2022-08-11,ap-east-1,0049,1523398,0.04653678810633728
3995,2022-08-11,eu-central-1,0049,4736816,0.14470033601902335
3989,2022-08-11,us-east-2,0004,1715227,0.03178547086982133
3990,2022-08-11,us-west-2,0004,335338,0.006214265651452632
3980,2022-08-11,ap-southeast-1,0004,5724375,0.10608039333011518
3981,2022-08-11,ca-central-1,0004,2824748,0.052346392208486726
3982,2022-08-11,eu-central-1,0004,47113505,0.8730768235065571
3983,2022-08-11,eu-north-1,0004,1445753,0.02679175401649857
3979,2022-08-11,ap-northeast-2,0004,2196982,0.0407130411091487
3985,2022-08-11,eu-west-1,0004,17624,0.00032659650215961566
3986,2022-08-11,eu-west-2,0004,5072893,0.09400755274795729
3987,2022-08-11,eu-west-3,0004,3718739,0.06891325180688533
3988,2022-08-11,us-east-1,0004,4276263,0.0792449238603373
3984,2022-08-11,eu-south-1,0004,2317319,0.04294304810417717
4132,2022-08-12,us-east-2,0027,201612,0.0025394236541647886
4131,2022-08-12,us-east-1,0027,1794628,0.022604412404154745
4130,2022-08-12,eu-west-3,0027,2254526,0.028397102619534174
4129,2022-08-12,eu-west-2,0027,867567,0.010927524955720806
4128,2022-08-12,eu-west-1,0027,65555,0.0008257044106936726
4127,2022-08-12,eu-south-1,0027,236429,0.0029779645811287363
4126,2022-08-12,eu-north-1,0027,183968,0.0023171869274119985
4125,2022-08-12,eu-central-1,0027,5262662,0.0662863736616579
4124,2022-08-12,ca-central-1,0027,52596,0.0006624780594133842
4123,2022-08-12,ap-southeast-1,0027,44873783,0.5652121203205056
4111,2022-08-12,ca-central-1,0021,10691098,0.08420292010466837
4121,2022-08-12,ap-east-1,0027,5573654,0.07020350379803876
4120,2022-08-12,us-west-2,0021,427619,0.0033679205346577295
4119,2022-08-12,us-east-2,0021,12523341,0.09863363722477501
4118,2022-08-12,us-east-1,0021,11396786,0.08976090772042337
4117,2022-08-12,eu-west-3,0021,1682782,0.013253564629149788
4116,2022-08-12,eu-west-2,0021,1764833,0.013899797017769567
4115,2022-08-12,eu-west-1,0021,429147,0.003379955038683409
4114,2022-08-12,eu-south-1,0021,1089609,0.008581743388034382
4113,2022-08-12,eu-north-1,0021,3111732,0.024507952408923752
4112,2022-08-12,eu-central-1,0021,50496651,0.39771083098352683
4133,2022-08-12,us-west-2,0027,107883,0.0013588508723799172
4122,2022-08-12,ap-northeast-2,0027,9425669,0.11872193527631177
4134,2022-08-12,ap-east-1,03DF,697961,0.017642146075172834
4147,2022-08-12,ap-east-1,0005,521216,0.017140991442395802
4136,2022-08-12,ap-southeast-1,03DF,823249,0.020809012415077578
4110,2022-08-12,ap-southeast-1,0021,4626197,0.03643585498696733
4159,2022-08-12,us-west-2,0005,18784,0.0006177407893348684
4158,2022-08-12,us-east-2,0005,89671,0.0029489690332435573
4157,2022-08-12,us-east-1,0005,3831110,0.12599195674130684
4156,2022-08-12,eu-west-3,0005,582549,0.019158021671967538
4155,2022-08-12,eu-west-2,0005,831580,0.027347789906041836
4154,2022-08-12,eu-west-1,0005,17939,0.0005899516620463268
4153,2022-08-12,eu-south-1,0005,381888,0.012558975434279931
4152,2022-08-12,eu-north-1,0005,113538,0.0037338721113448835
4151,2022-08-12,eu-central-1,0005,15792571,0.5193630363696206
4150,2022-08-12,ca-central-1,0005,378999,0.012463966216840172
4149,2022-08-12,ap-southeast-1,0005,4557299,0.14987380118691473
4148,2022-08-12,ap-northeast-2,0005,204381,0.00672138417083953
4146,2022-08-12,us-west-2,03DF,524536,0.01325853555383017
4145,2022-08-12,us-east-2,03DF,6442015,0.16283283686116348
4144,2022-08-12,us-east-1,03DF,7384963,0.18666744417775005
4143,2022-08-12,eu-west-3,03DF,567846,0.0143532691371045
4142,2022-08-12,eu-west-2,03DF,1376663,0.034797488315658986
4141,2022-08-12,eu-west-1,03DF,95529,0.0024146572264283905
4140,2022-08-12,eu-south-1,03DF,2966516,0.07498371485847694
4139,2022-08-12,eu-north-1,03DF,2032229,0.05136802898185202
4138,2022-08-12,eu-central-1,03DF,4761587,0.12035717383011944
4137,2022-08-12,ca-central-1,03DF,1330999,0.03364325339654933
4135,2022-08-12,ap-northeast-2,03DF,328038,0.008291715889867123
4109,2022-08-12,ap-northeast-2,0021,1183667,0.009322542720264325
4108,2022-08-12,ap-east-1,0021,3697118,0.02911844336021719
4056,2022-08-12,ap-east-1,0009,18718835,0.08109761237539245
4079,2022-08-12,us-east-1,0040,26810452,0.13878245600263964
4078,2022-08-12,eu-west-3,0040,8681558,0.04493948633053125
4077,2022-08-12,eu-west-2,0040,8280067,0.04286119585475129
4076,2022-08-12,eu-west-1,0040,694733,0.003596237467614565
4075,2022-08-12,eu-south-1,0040,9526590,0.049313736207438306
4074,2022-08-12,eu-north-1,0040,6679295,0.034574909981605347
4073,2022-08-12,eu-central-1,0040,25591118,0.13247065763357363
4072,2022-08-12,ca-central-1,0040,5584227,0.028906365992496224
4071,2022-08-12,ap-southeast-1,0040,8246789,0.04268893458251105
4070,2022-08-12,ap-northeast-2,0040,14807083,0.07664784409359952
4068,2022-08-12,us-west-2,0009,5608111,0.02429661952980378
4067,2022-08-12,us-east-2,0009,9256769,0.04010409110452382
4066,2022-08-12,us-east-1,0009,27268835,0.11813969249467367
4065,2022-08-12,eu-west-3,0009,7864507,0.0340722454260407
4064,2022-08-12,eu-west-2,0009,6265232,0.027143535170746726
4063,2022-08-12,eu-west-1,0009,123658,0.0005357367887005937
4062,2022-08-12,eu-south-1,0009,17447150,0.07558815533954588
4061,2022-08-12,eu-north-1,0009,12513429,0.05421326778771193
4060,2022-08-12,eu-central-1,0009,39126597,0.16951234396126644
4059,2022-08-12,ca-central-1,0009,4950509,0.021447620001078683
4058,2022-08-12,ap-southeast-1,0009,25772222,0.11165575581004701
4057,2022-08-12,ap-northeast-2,0009,12974217,0.0562095889589404
4107,2022-08-12,us-west-2,0049,947534,0.029139363268559648
4080,2022-08-12,us-east-2,0040,16077863,0.08322594913409023
4081,2022-08-12,us-west-2,0040,3748363,0.019403142592650895
4069,2022-08-12,ap-east-1,0040,5881527,0.03044531894150226
4083,2022-08-12,ap-northeast-2,0004,2110355,0.03544470949977268
4082,2022-08-12,ap-east-1,0004,5400963,0.09071249365818583
4105,2022-08-12,us-east-1,0049,6129695,0.18850554104704817
4104,2022-08-12,eu-west-3,0049,963695,0.029636359946022612
4103,2022-08-12,eu-west-2,0049,1662930,0.05113982333107402
4102,2022-08-12,eu-west-1,0049,126996,0.003905487906137406
4101,2022-08-12,eu-south-1,0049,1111901,0.034194115628225205
4100,2022-08-12,eu-north-1,0049,850888,0.026167224113180298
4099,2022-08-12,eu-central-1,0049,5302495,0.1630667902520872
4098,2022-08-12,ca-central-1,0049,1071510,0.0329519775922493
4097,2022-08-12,ap-southeast-1,0049,3771731,0.11599144701961908
4096,2022-08-12,ap-northeast-2,0049,1359696,0.0418145160794309
4095,2022-08-12,ap-east-1,0049,1538659,0.04731813691903269
4106,2022-08-12,us-east-2,0049,1631437,0.050171324082058426
4093,2022-08-12,us-east-2,0004,1678292,0.028187945817548465
4092,2022-08-12,us-east-1,0004,4644657,0.07800986947271225
4091,2022-08-12,eu-west-3,0004,2725130,0.045770233538487845
4090,2022-08-12,eu-west-2,0004,4553549,0.07647965460691702
4089,2022-08-12,eu-west-1,0004,23516,0.0003949656757259581
4088,2022-08-12,eu-south-1,0004,4337909,0.07285784824896731
4087,2022-08-12,eu-north-1,0004,1211377,0.02034582137114662
4086,2022-08-12,eu-central-1,0004,43136108,0.7244974504340835
4085,2022-08-12,ca-central-1,0004,1671516,0.028074138732214263
4084,2022-08-12,ap-southeast-1,0004,5583010,0.09377008493088881
4094,2022-08-12,us-west-2,0004,2498023,0.0419558318665583
4237,2022-08-13,us-west-2,0027,139221,0.001628287908614056
4228,2022-08-13,ca-central-1,0027,35292,0.0004127648621314835
4229,2022-08-13,eu-central-1,0027,12046895,0.14089694417396176
4230,2022-08-13,eu-north-1,0027,186289,0.002178781406596734
4231,2022-08-13,eu-south-1,0027,238421,0.0027885019606213994
4236,2022-08-13,us-east-2,0027,242060,0.002831062635371951
4233,2022-08-13,eu-west-2,0027,993266,0.01161694728408393
4234,2022-08-13,eu-west-3,0027,1283152,0.015007368762714987
4235,2022-08-13,us-east-1,0027,2282882,0.026699917091478106
4227,2022-08-13,ap-southeast-1,0027,42991827,0.5028197762789185
4232,2022-08-13,eu-west-1,0027,66755,0.0007807468653402239
4226,2022-08-13,ap-northeast-2,0027,9143688,0.10694188815293268
4220,2022-08-13,eu-west-2,0021,1870846,0.020682270865463877
4224,2022-08-13,us-west-2,0021,336041,0.003714945529402926
4223,2022-08-13,us-east-2,0021,12819139,0.14171604988333178
4222,2022-08-13,us-east-1,0021,12070947,0.1334447599944937
4221,2022-08-13,eu-west-3,0021,1798198,0.019879144571886415
4219,2022-08-13,eu-west-1,0021,533286,0.005895496209073204
4218,2022-08-13,eu-south-1,0021,1435128,0.015865392460208613
4217,2022-08-13,eu-north-1,0021,3028228,0.03347717115058211
4216,2022-08-13,eu-central-1,0021,33538506,0.3707694088743731
4215,2022-08-13,ca-central-1,0021,978549,0.010817894937973948
4214,2022-08-13,ap-southeast-1,0021,3732250,0.0412601600760445
4225,2022-08-13,ap-east-1,0027,5657894,0.06617306576177456
4238,2022-08-13,ap-east-1,03DF,711988,0.019943919665882173
4213,2022-08-13,ap-northeast-2,0021,1178741,0.013031024810287836
4240,2022-08-13,ap-southeast-1,03DF,864826,0.024225155857916448
4263,2022-08-13,us-west-2,0005,13033,0.00042753098804172897
4262,2022-08-13,us-east-2,0005,80039,0.002625577591642135
4261,2022-08-13,us-east-1,0005,3775947,0.12386513862527448
4260,2022-08-13,eu-west-3,0005,587870,0.019284327625265957
4259,2022-08-13,eu-west-2,0005,767219,0.025167643452343073
4258,2022-08-13,eu-west-1,0005,15186,0.0004981574145938538
4257,2022-08-13,eu-south-1,0005,370818,0.012164212838460666
4256,2022-08-13,eu-north-1,0005,112571,0.003692748473478514
4255,2022-08-13,eu-central-1,0005,16389689,0.5376429012404401
4254,2022-08-13,ca-central-1,0005,367204,0.012045660165186453
4253,2022-08-13,ap-southeast-1,0005,4777081,0.15670606613100366
4252,2022-08-13,ap-northeast-2,0005,195136,0.006401188282245901
4251,2022-08-13,ap-east-1,0005,512280,0.016804693819843237
4250,2022-08-13,us-west-2,03DF,301843,0.00845510393954515
4249,2022-08-13,us-east-2,03DF,5580380,0.15631534579950163
4248,2022-08-13,us-east-1,03DF,7491470,0.2098480253309976
4247,2022-08-13,eu-west-3,03DF,563781,0.015792405171366257
4246,2022-08-13,eu-west-2,03DF,1121056,0.03140256690415457
4245,2022-08-13,eu-west-1,03DF,84175,0.0023578760286347973
4244,2022-08-13,eu-south-1,03DF,3223621,0.09029876663265499
4243,2022-08-13,eu-north-1,03DF,1980991,0.0554907180497924
4242,2022-08-13,eu-central-1,03DF,4270677,0.11962847548965809
4241,2022-08-13,ca-central-1,03DF,1069031,0.029945263662221396
4239,2022-08-13,ap-northeast-2,03DF,345715,0.009684028645553655
4212,2022-08-13,ap-east-1,0021,4413421,0.048790530361839744
4211,2022-08-13,us-west-2,0049,417790,0.012456869145328897
4210,2022-08-13,us-east-2,0049,1507652,0.044952305418256545
4182,2022-08-13,eu-west-3,0040,7287019,0.04364413476255494
4181,2022-08-13,eu-west-2,0040,8224197,0.04925717391182869
4180,2022-08-13,eu-west-1,0040,3334138,0.019969149001663834
4179,2022-08-13,eu-south-1,0040,9139022,0.05473633426315402
4178,2022-08-13,eu-north-1,0040,5133237,0.030744490634117078
4177,2022-08-13,eu-central-1,0040,26211140,0.15698635154377863
4176,2022-08-13,ca-central-1,0040,4899479,0.02934444410564977
4175,2022-08-13,ap-southeast-1,0040,7342674,0.04397746919192996
4174,2022-08-13,ap-northeast-2,0040,14460856,0.08661038869884943
4172,2022-08-13,us-west-2,0009,1987712,0.008832325652834875
4183,2022-08-13,us-east-1,0040,24739022,0.14816939684963237
4171,2022-08-13,us-east-2,0009,9316819,0.04139894484538976
4169,2022-08-13,eu-west-3,0009,7095438,0.03152831952792928
4168,2022-08-13,eu-west-2,0009,5871573,0.026090120113171637
4167,2022-08-13,eu-west-1,0009,128140,0.000569385408527121
4166,2022-08-13,eu-south-1,0009,20797602,0.0924133846664154
4165,2022-08-13,eu-north-1,0009,11961730,0.05315151024458498
4164,2022-08-13,eu-central-1,0009,42688747,0.18968588770177863
4163,2022-08-13,ca-central-1,0009,5256896,0.023358825320310507
4162,2022-08-13,ap-southeast-1,0009,24746548,0.10996038194643366
4161,2022-08-13,ap-northeast-2,0009,12447417,0.05530964268497293
4160,2022-08-13,ap-east-1,0009,18310875,0.08136370409211836
4170,2022-08-13,us-east-1,0009,27371871,0.12162590878325782
4184,2022-08-13,us-east-2,0040,15995228,0.09580020120570457
4173,2022-08-13,ap-east-1,0040,5271515,0.03157267890516407
4186,2022-08-13,ap-east-1,0004,7041658,0.1207769432237954
4185,2022-08-13,us-west-2,0040,3069887,0.01838647078233438
4208,2022-08-13,eu-west-3,0049,842506,0.025120244611298664
4207,2022-08-13,eu-west-2,0049,2492040,0.0743029181764174
4206,2022-08-13,eu-west-1,0049,62274,0.0018567679196634956
4205,2022-08-13,eu-south-1,0049,1118708,0.03335551154367649
4204,2022-08-13,eu-north-1,0049,824494,0.02458319698678476
4203,2022-08-13,eu-central-1,0049,6379282,0.19020532113059677
4202,2022-08-13,ca-central-1,0049,902096,0.02689698611389602
4201,2022-08-13,ap-southeast-1,0049,4085510,0.12181398181366875
4200,2022-08-13,ap-northeast-2,0049,1100052,0.03279926234964299
4199,2022-08-13,ap-east-1,0049,1629535,0.04858638134645043
4198,2022-08-13,us-west-2,0004,180043,0.0030880572712906245
4209,2022-08-13,us-east-1,0049,6024296,0.17962102243885278
4196,2022-08-13,us-east-1,0004,4494970,0.07709672018758418
4195,2022-08-13,eu-west-3,0004,2551927,0.04377008119256438
4194,2022-08-13,eu-west-2,0004,5561031,0.09538156004633655
4193,2022-08-13,eu-west-1,0004,33809,0.0005798844069753599
4192,2022-08-13,eu-south-1,0004,5950471,0.10206114783220671
4191,2022-08-13,eu-north-1,0004,2027918,0.0347823960136253
4190,2022-08-13,eu-central-1,0004,18595544,0.3189466119916061
4189,2022-08-13,ca-central-1,0004,1626677,0.027900400114923764
4188,2022-08-13,ap-southeast-1,0004,5233861,0.08977001337444065
4187,2022-08-13,ap-northeast-2,0004,4550616,0.07805114793494584
4197,2022-08-13,us-east-2,0004,1160341,0.019901909334029282
4341,2022-08-14,us-west-2,0027,269951,0.0031154510682108723
4332,2022-08-14,ca-central-1,0027,13987,0.00016142119899932014
4333,2022-08-14,eu-central-1,0027,12932678,0.14925347744563733
4334,2022-08-14,eu-north-1,0027,98978,0.0011422855104421756
4335,2022-08-14,eu-south-1,0027,477046,0.005505493479504516
4340,2022-08-14,us-east-2,0027,345017,0.003981772918792338
4337,2022-08-14,eu-west-2,0027,993015,0.011460189599221411
4338,2022-08-14,eu-west-3,0027,969627,0.0111902733196621
4339,2022-08-14,us-east-1,0027,1825315,0.02106559918863545
4331,2022-08-14,ap-southeast-1,0027,47741930,0.5509801660929157
4336,2022-08-14,eu-west-1,0027,63231,0.0007297364577054416
4330,2022-08-14,ap-northeast-2,0027,9846018,0.11363094522977679
4324,2022-08-14,eu-west-2,0021,1521973,0.01913568992571411
4328,2022-08-14,us-west-2,0021,950604,0.011951896246611166
4327,2022-08-14,us-east-2,0021,13013117,0.16361326507043097
4326,2022-08-14,us-east-1,0021,11783405,0.14815215798776277
4325,2022-08-14,eu-west-3,0021,1652004,0.020770563144050132
4323,2022-08-14,eu-west-1,0021,474235,0.005962532786009365
4322,2022-08-14,eu-south-1,0021,1403476,0.017645833108853794
4321,2022-08-14,eu-north-1,0021,1940788,0.02440142984109891
4320,2022-08-14,eu-central-1,0021,28706583,0.3609264232116969
4319,2022-08-14,ca-central-1,0021,784641,0.009865251800789005
4318,2022-08-14,ap-southeast-1,0021,3066446,0.03855427121896796
4329,2022-08-14,ap-east-1,0027,4146941,0.04785902540926858
4342,2022-08-14,ap-east-1,03DF,175258,0.006939909345360218
4367,2022-08-14,us-west-2,0005,95990,0.003231615929836464
4344,2022-08-14,ap-southeast-1,03DF,516331,0.02044580180191025
4317,2022-08-14,ap-northeast-2,0021,1944601,0.024449370498184648
4366,2022-08-14,us-east-2,0005,96770,0.0032578755446429275
4365,2022-08-14,us-east-1,0005,3374493,0.11360626454757411
4364,2022-08-14,eu-west-3,0005,573887,0.01932057892620126
4363,2022-08-14,eu-west-2,0005,789317,0.026573282538709535
4362,2022-08-14,eu-west-1,0005,20496,0.0006900218782990745
4361,2022-08-14,eu-south-1,0005,365413,0.012302057211890111
4360,2022-08-14,eu-north-1,0005,79517,0.00267703306482765
4359,2022-08-14,eu-central-1,0005,16138352,0.543316547604002
4358,2022-08-14,ca-central-1,0005,379701,0.012783079489267999
4357,2022-08-14,ap-southeast-1,0005,4828114,0.16254412036114646
4356,2022-08-14,ap-northeast-2,0005,295563,0.009950475039798467
4355,2022-08-14,ap-east-1,0005,398272,0.013408293984871634
4354,2022-08-14,us-west-2,03DF,638319,0.02527631259868873
4353,2022-08-14,us-east-2,03DF,4835754,0.1914873750497156
4352,2022-08-14,us-east-1,03DF,4689854,0.18570999100169464
4351,2022-08-14,eu-west-3,03DF,344806,0.013653712707758135
4350,2022-08-14,eu-west-2,03DF,1152530,0.0456381661197093
4349,2022-08-14,eu-west-1,03DF,67278,0.002664090774384877
4348,2022-08-14,eu-south-1,03DF,1782682,0.07059107984574424
4347,2022-08-14,eu-north-1,03DF,741384,0.029357505792035398
4346,2022-08-14,eu-central-1,03DF,3613042,0.14307012485010084
4345,2022-08-14,ca-central-1,03DF,567045,0.022453987234475944
4343,2022-08-14,ap-northeast-2,03DF,287103,0.011368775135976415
4316,2022-08-14,ap-east-1,0021,2780044,0.03495335328802939
4315,2022-08-14,us-west-2,0049,1202765,0.03616907797862739
4314,2022-08-14,us-east-2,0049,1636676,0.04921747961550923
4286,2022-08-14,eu-west-3,0040,5193082,0.03394120307841655
4285,2022-08-14,eu-west-2,0040,7013809,0.04584120097125863
4284,2022-08-14,eu-west-1,0040,596766,0.0039003728414637646
4283,2022-08-14,eu-south-1,0040,7925504,0.05179990240146461
4282,2022-08-14,eu-north-1,0040,3767958,0.0246268069075251
4281,2022-08-14,eu-central-1,0040,26247731,0.17155122299602615
4280,2022-08-14,ca-central-1,0040,3527393,0.02305451024081364
4279,2022-08-14,ap-southeast-1,0040,6704640,0.04382051887639647
4278,2022-08-14,ap-northeast-2,0040,15965442,0.10434772821971247
4277,2022-08-14,ap-east-1,0040,4205634,0.02748739143104101
4287,2022-08-14,us-east-1,0040,23492948,0.15354637553935793
4276,2022-08-14,us-west-2,0009,5396270,0.024489471240998997
4274,2022-08-14,us-east-1,0009,27010478,0.1225795455354599
4273,2022-08-14,eu-west-3,0009,6764821,0.030700259499618455
4272,2022-08-14,eu-west-2,0009,6495404,0.02947758534259217
4271,2022-08-14,eu-west-1,0009,139168,0.0006315752795296285
4270,2022-08-14,eu-south-1,0009,19850585,0.0900863615931942
4269,2022-08-14,eu-north-1,0009,8693890,0.039454802878174884
4268,2022-08-14,eu-central-1,0009,42655964,0.1935822343276168
4267,2022-08-14,ca-central-1,0009,4554751,0.020670471200368298
4266,2022-08-14,ap-southeast-1,0009,26082150,0.11836658698108546
4265,2022-08-14,ap-northeast-2,0009,17521655,0.07951716022682451
