,date,chain,provider,total_relays,nodes_staked,total_sessions
4572,2022-08-16,0005,P8,543661,709,118
4571,2022-08-16,0005,P5,0,0,0
4570,2022-08-16,0005,P4,4928594,4092,821
4569,2022-08-16,0005,P13,304337,160,35
4568,2022-08-16,0005,P12,1436476,789,170
4567,2022-08-16,0005,P11,293347,218,42
4566,2022-08-16,0005,P7,0,0,0
4565,2022-08-16,0005,P6,3270672,1952,440
4564,2022-08-16,0005,P2,1154590,700,164
4563,2022-08-16,0005,P1,291466,174,38
4561,2022-08-16,03DF,P10,0,0,0
4560,2022-08-16,03DF,P9,0,0,0
4559,2022-08-16,03DF,P8,0,0,0
4558,2022-08-16,03DF,P5,4289751,3013,609
4557,2022-08-16,03DF,P4,171400,4080,740
4556,2022-08-16,03DF,P13,351349,160,28
4555,2022-08-16,03DF,P12,1903957,789,166
4554,2022-08-16,03DF,P11,556437,215,49
4553,2022-08-16,03DF,P7,0,0,0
4551,2022-08-16,03DF,P2,1530186,700,130
4524,2022-08-16,0021,P1,711825,174,79
4523,2022-08-16,0049,P14,2090430,1286,391
4522,2022-08-16,0049,P10,557761,127,107
4494,2022-08-16,0040,P8,2924427,709,268
4493,2022-08-16,0040,P5,11630112,3020,1596
4492,2022-08-16,0040,P4,6778237,4092,2213
4491,2022-08-16,0040,P13,1496885,160,91
4490,2022-08-16,0040,P12,7570692,789,437
4489,2022-08-16,0040,P11,1933837,218,127
4488,2022-08-16,0040,P7,0,0,0
4487,2022-08-16,0040,P6,15846083,1952,1042
4486,2022-08-16,0040,P2,5670884,700,363
4484,2022-08-16,0009,P14,14861792,1286,761
4495,2022-08-16,0040,P9,941722,297,101
4483,2022-08-16,0009,P10,3659393,129,243
4481,2022-08-16,0009,P8,4090628,698,330
4480,2022-08-16,0009,P5,19639252,3019,1712
4479,2022-08-16,0009,P4,55436660,4089,2338
4478,2022-08-16,0009,P13,1997913,160,107
4477,2022-08-16,0009,P12,8554173,789,456
4476,2022-08-16,0009,P11,2505641,218,146
4475,2022-08-16,0009,P7,0,0,0
4474,2022-08-16,0009,P6,18946708,1952,1109
4473,2022-08-16,0009,P2,7699508,700,426
4472,2022-08-16,0009,P1,1951856,174,97
4482,2022-08-16,0009,P9,1014975,210,87
4496,2022-08-16,0040,P10,2543809,129,228
4485,2022-08-16,0040,P1,1416849,174,84
4498,2022-08-16,0004,P1,748834,174,26
4497,2022-08-16,0040,P14,12633105,1286,731
4520,2022-08-16,0049,P8,393644,469,92
4519,2022-08-16,0049,P5,3993022,3017,913
4518,2022-08-16,0049,P4,98406,1821,546
4517,2022-08-16,0049,P13,311271,160,49
4516,2022-08-16,0049,P12,1471375,789,237
4515,2022-08-16,0049,P11,441485,216,69
4514,2022-08-16,0049,P7,0,0,0
4513,2022-08-16,0049,P6,3494534,1952,588
4512,2022-08-16,0049,P2,1466131,700,219
4511,2022-08-16,0049,P1,341855,174,62
4510,2022-08-16,0004,P14,7284459,1286,197
4521,2022-08-16,0049,P9,0,0,0
4508,2022-08-16,0004,P9,284159,297,17
4507,2022-08-16,0004,P8,1299635,709,80
4506,2022-08-16,0004,P5,6659458,3017,439
4505,2022-08-16,0004,P4,0,0,0
4504,2022-08-16,0004,P13,364458,160,19
4503,2022-08-16,0004,P12,4812384,789,122
4502,2022-08-16,0004,P11,1130047,216,34
4501,2022-08-16,0004,P7,0,0,0
4500,2022-08-16,0004,P6,9727591,1952,299
4499,2022-08-16,0004,P2,3920675,700,109
4509,2022-08-16,0004,P10,0,0,0
4653,2022-08-17,0027,P14,3110916,1286,729
4644,2022-08-17,0027,P7,493579,101,59
4645,2022-08-17,0027,P11,1056374,218,127
4646,2022-08-17,0027,P12,3392966,789,435
4647,2022-08-17,0027,P13,743246,160,98
4652,2022-08-17,0027,P10,15831,127,61
4649,2022-08-17,0027,P5,10965238,3020,1709
4650,2022-08-17,0027,P8,961602,714,270
4651,2022-08-17,0027,P9,266138,297,106
4643,2022-08-17,0027,P6,9268649,1952,1112
4648,2022-08-17,0027,P4,15735717,4092,2355
4642,2022-08-17,0027,P2,3002202,731,397
4636,2022-08-17,0021,P5,8849315,3020,1386
4640,2022-08-17,0021,P14,5920576,1286,595
4639,2022-08-17,0021,P10,292967,129,68
4638,2022-08-17,0021,P9,690092,297,87
4637,2022-08-17,0021,P8,1757291,714,242
4635,2022-08-17,0021,P4,13031529,4092,1850
4634,2022-08-17,0021,P13,936813,160,87
4633,2022-08-17,0021,P12,4140423,789,379
4632,2022-08-17,0021,P11,922801,218,103
4631,2022-08-17,0021,P7,495582,101,54
4630,2022-08-17,0021,P6,7599254,1952,904
4641,2022-08-17,0027,P1,340712,174,92
4654,2022-08-17,03DF,P1,491797,174,32
4679,2022-08-17,0005,P14,1779247,1286,262
4656,2022-08-17,03DF,P6,4365493,1950,383
4629,2022-08-17,0021,P2,1963968,731,366
4678,2022-08-17,0005,P10,7605,127,33
4677,2022-08-17,0005,P9,140697,297,34
4676,2022-08-17,0005,P8,499954,714,101
4675,2022-08-17,0005,P5,0,0,0
4674,2022-08-17,0005,P4,5737448,4092,863
4673,2022-08-17,0005,P13,251463,160,33
4672,2022-08-17,0005,P12,1257534,789,159
4671,2022-08-17,0005,P11,327531,218,54
4670,2022-08-17,0005,P7,134858,101,16
4669,2022-08-17,0005,P6,2921271,1952,406
4668,2022-08-17,0005,P2,1160503,731,154
4667,2022-08-17,0005,P1,251933,174,37
4666,2022-08-17,03DF,P14,3190561,1286,237
4665,2022-08-17,03DF,P10,0,0,0
4664,2022-08-17,03DF,P9,0,0,0
4663,2022-08-17,03DF,P8,0,0,0
4662,2022-08-17,03DF,P5,4035947,3013,611
4661,2022-08-17,03DF,P4,193364,4080,791
4660,2022-08-17,03DF,P13,374584,160,28
4659,2022-08-17,03DF,P12,1846665,789,152
4658,2022-08-17,03DF,P11,484944,215,47
4657,2022-08-17,03DF,P7,239969,98,22
4655,2022-08-17,03DF,P2,1842591,731,169
4628,2022-08-17,0021,P1,876299,174,85
4627,2022-08-17,0049,P14,2519010,1286,412
4626,2022-08-17,0049,P10,289041,127,50
4598,2022-08-17,0040,P8,3037018,714,284
4597,2022-08-17,0040,P5,12276341,3020,1621
4596,2022-08-17,0040,P4,8470668,4092,2156
4595,2022-08-17,0040,P13,1930196,160,103
4594,2022-08-17,0040,P12,8286595,789,447
4593,2022-08-17,0040,P11,1840006,218,115
4592,2022-08-17,0040,P7,818860,101,53
4591,2022-08-17,0040,P6,17157983,1952,1123
4590,2022-08-17,0040,P2,6117764,731,401
4588,2022-08-17,0009,P14,14948814,1286,750
4599,2022-08-17,0040,P9,960826,297,99
4587,2022-08-17,0009,P10,1480892,129,90
4585,2022-08-17,0009,P8,3762839,703,309
4584,2022-08-17,0009,P5,23079115,3019,1822
4583,2022-08-17,0009,P4,58514550,4089,2303
4582,2022-08-17,0009,P13,1589085,160,87
4581,2022-08-17,0009,P12,8849713,789,455
4580,2022-08-17,0009,P11,2371321,218,134
4579,2022-08-17,0009,P7,1206776,101,68
4578,2022-08-17,0009,P6,19004723,1952,1162
4577,2022-08-17,0009,P2,7950043,731,417
4576,2022-08-17,0009,P1,1741908,174,86
4586,2022-08-17,0009,P9,1044037,210,91
4600,2022-08-17,0040,P10,1060534,129,95
4589,2022-08-17,0040,P1,1929742,174,102
4602,2022-08-17,0004,P1,845096,174,29
4601,2022-08-17,0040,P14,12487492,1286,707
4624,2022-08-17,0049,P8,489806,476,109
4623,2022-08-17,0049,P5,4291790,3017,944
4622,2022-08-17,0049,P4,109330,1821,554
4621,2022-08-17,0049,P13,383790,160,57
4620,2022-08-17,0049,P12,1628871,789,247
4619,2022-08-17,0049,P11,400587,216,62
4618,2022-08-17,0049,P7,112883,101,17
4617,2022-08-17,0049,P6,3666515,1952,609
4616,2022-08-17,0049,P2,1702637,731,241
4615,2022-08-17,0049,P1,219491,174,39
4614,2022-08-17,0004,P14,6058512,1286,187
4625,2022-08-17,0049,P9,0,0,0
4612,2022-08-17,0004,P9,490458,297,22
4611,2022-08-17,0004,P8,1279182,714,82
4610,2022-08-17,0004,P5,8790423,3017,447
4609,2022-08-17,0004,P4,0,0,0
4608,2022-08-17,0004,P13,557979,160,22
4607,2022-08-17,0004,P12,3831107,789,102
4606,2022-08-17,0004,P11,712621,216,30
4605,2022-08-17,0004,P7,274227,101,11
4604,2022-08-17,0004,P6,9076478,1952,312
4603,2022-08-17,0004,P2,2782091,731,94
4613,2022-08-17,0004,P10,0,0,0
4757,2022-08-18,0027,P14,4267754,1350,881
4748,2022-08-18,0027,P7,557620,101,60
4749,2022-08-18,0027,P11,1363119,218,144
4750,2022-08-18,0027,P12,4160989,782,489
4751,2022-08-18,0027,P13,813258,160,92
4756,2022-08-18,0027,P10,18657,127,71
4753,2022-08-18,0027,P5,11771207,2968,1676
4754,2022-08-18,0027,P8,1458303,714,318
4755,2022-08-18,0027,P9,238090,297,97
4747,2022-08-18,0027,P6,11243676,1952,1183
4752,2022-08-18,0027,P4,3016657,4042,2430
4746,2022-08-18,0027,P2,3873060,735,481
4740,2022-08-18,0021,P5,9141805,2968,1482
4744,2022-08-18,0021,P14,6326853,1350,680
4743,2022-08-18,0021,P10,234784,129,63
4742,2022-08-18,0021,P9,577443,297,77
4741,2022-08-18,0021,P8,2117177,714,291
4739,2022-08-18,0021,P4,12600875,4042,2031
4738,2022-08-18,0021,P13,803102,160,82
4737,2022-08-18,0021,P12,4169631,782,409
4736,2022-08-18,0021,P11,992352,218,123
4735,2022-08-18,0021,P7,436275,101,52
4734,2022-08-18,0021,P6,7654385,1952,1004
4745,2022-08-18,0027,P1,483485,174,109
4758,2022-08-18,03DF,P1,490289,174,39
4783,2022-08-18,0005,P14,1703361,1350,294
4760,2022-08-18,03DF,P6,4363227,1950,400
4733,2022-08-18,0021,P2,2277011,735,361
4782,2022-08-18,0005,P10,8307,127,28
4781,2022-08-18,0005,P9,252131,297,43
4780,2022-08-18,0005,P8,933092,714,154
4779,2022-08-18,0005,P5,0,0,0
4778,2022-08-18,0005,P4,5091474,4042,923
4777,2022-08-18,0005,P13,250752,160,36
4776,2022-08-18,0005,P12,1245141,782,177
4775,2022-08-18,0005,P11,379251,218,61
4774,2022-08-18,0005,P7,129569,101,21
4773,2022-08-18,0005,P6,2466277,1952,407
4772,2022-08-18,0005,P2,1138268,735,164
4771,2022-08-18,0005,P1,310823,174,44
4770,2022-08-18,03DF,P14,3806948,1350,278
4769,2022-08-18,03DF,P10,0,0,0
4768,2022-08-18,03DF,P9,0,0,0
4767,2022-08-18,03DF,P8,0,0,0
4766,2022-08-18,03DF,P5,3496965,2961,562
4765,2022-08-18,03DF,P4,206037,4030,829
4764,2022-08-18,03DF,P13,407712,160,40
4763,2022-08-18,03DF,P12,2018498,782,168
4762,2022-08-18,03DF,P11,622321,215,57
4761,2022-08-18,03DF,P7,197942,98,20
4759,2022-08-18,03DF,P2,2095597,735,190
4732,2022-08-18,0021,P1,911557,174,97
4731,2022-08-18,0049,P14,2617698,1350,439
4730,2022-08-18,0049,P10,156810,127,33
4702,2022-08-18,0040,P8,3098859,714,314
4701,2022-08-18,0040,P5,10466004,2968,1596
4700,2022-08-18,0040,P4,9203802,4042,2472
4699,2022-08-18,0040,P13,1496712,160,103
4698,2022-08-18,0040,P12,7638092,782,459
4697,2022-08-18,0040,P11,1477108,218,118
4696,2022-08-18,0040,P7,814647,101,59
4695,2022-08-18,0040,P6,15396994,1952,1149
4694,2022-08-18,0040,P2,6193777,735,465
4693,2022-08-18,0040,P1,1533127,174,91
4703,2022-08-18,0040,P9,855809,297,104
4692,2022-08-18,0009,P14,15213090,1350,829
4690,2022-08-18,0009,P9,791598,210,71
4689,2022-08-18,0009,P8,4261342,703,372
4688,2022-08-18,0009,P5,20819155,2967,1763
4687,2022-08-18,0009,P4,57339093,4039,2466
4686,2022-08-18,0009,P13,2146102,160,117
4685,2022-08-18,0009,P12,8507137,782,478
4684,2022-08-18,0009,P11,2153994,218,138
4683,2022-08-18,0009,P7,1258188,101,81
4682,2022-08-18,0009,P6,18732334,1952,1268
4681,2022-08-18,0009,P2,8525480,735,510
4691,2022-08-18,0009,P10,870226,129,68
4704,2022-08-18,0040,P10,639813,129,56
4680,2022-08-18,0009,P1,2051909,174,111
4706,2022-08-18,0004,P1,768699,174,26
4729,2022-08-18,0049,P9,0,0,0
4728,2022-08-18,0049,P8,453474,494,113
4727,2022-08-18,0049,P5,3842635,2965,941
4726,2022-08-18,0049,P4,115332,1821,600
4725,2022-08-18,0049,P13,374471,160,64
4724,2022-08-18,0049,P12,1604728,782,272
4705,2022-08-18,0040,P14,12976329,1350,791
4722,2022-08-18,0049,P7,189780,101,33
4721,2022-08-18,0049,P6,3465537,1952,647
4720,2022-08-18,0049,P2,1630564,735,264
4719,2022-08-18,0049,P1,326540,174,63
4723,2022-08-18,0049,P11,478422,216,80
4717,2022-08-18,0004,P10,0,0,0
4718,2022-08-18,0004,P14,7309947,1350,228
4708,2022-08-18,0004,P6,7366515,1952,301
4709,2022-08-18,0004,P7,349216,101,13
4710,2022-08-18,0004,P11,666323,216,31
4711,2022-08-18,0004,P12,3594107,782,119
4707,2022-08-18,0004,P2,3406976,735,131
4713,2022-08-18,0004,P4,0,0,0
4714,2022-08-18,0004,P5,7077268,2965,457
4715,2022-08-18,0004,P8,1015021,714,64
4716,2022-08-18,0004,P9,432810,297,20
4712,2022-08-18,0004,P13,412783,160,14
4859,2022-08-19,0027,P9,220422,278,110
4858,2022-08-19,0027,P8,1299982,714,390
4857,2022-08-19,0027,P5,9067361,2971,1817
4856,2022-08-19,0027,P4,25725990,4042,2783
4855,2022-08-19,0027,P13,567760,160,112
4854,2022-08-19,0027,P12,2687447,782,516
4853,2022-08-19,0027,P11,828382,218,149
4852,2022-08-19,0027,P7,375381,101,60
4851,2022-08-19,0027,P6,8163694,1952,1341
4850,2022-08-19,0027,P2,2680238,767,534
4838,2022-08-19,0021,P6,7570062,1952,1102
4848,2022-08-19,0021,P14,6177770,1351,809
4847,2022-08-19,0021,P10,241137,129,69
4846,2022-08-19,0021,P9,604047,278,94
4845,2022-08-19,0021,P8,2010567,714,307
4844,2022-08-19,0021,P5,9335720,2971,1537
4843,2022-08-19,0021,P4,11029310,4042,2269
4842,2022-08-19,0021,P13,861996,160,95
4841,2022-08-19,0021,P12,4176037,782,450
4840,2022-08-19,0021,P11,1070399,218,142
4839,2022-08-19,0021,P7,445531,101,63
4860,2022-08-19,0027,P10,18041,127,83
4849,2022-08-19,0027,P1,294590,174,125
4861,2022-08-19,0027,P14,2594297,1351,1001
4874,2022-08-19,03DF,P14,3272835,1351,303
4863,2022-08-19,03DF,P2,1399635,767,151
4837,2022-08-19,0021,P2,3539191,767,409
4886,2022-08-19,0005,P10,5823,127,24
4885,2022-08-19,0005,P9,288686,278,55
4884,2022-08-19,0005,P8,684193,714,140
4883,2022-08-19,0005,P5,0,0,0
4882,2022-08-19,0005,P4,4621384,4042,1095
4881,2022-08-19,0005,P13,266692,160,43
4880,2022-08-19,0005,P12,1244063,782,208
4879,2022-08-19,0005,P11,253060,218,52
4878,2022-08-19,0005,P7,223481,101,34
4877,2022-08-19,0005,P6,2843952,1952,514
4876,2022-08-19,0005,P2,1300696,767,205
4875,2022-08-19,0005,P1,243235,174,43
4873,2022-08-19,03DF,P10,0,0,0
4872,2022-08-19,03DF,P9,0,0,0
4871,2022-08-19,03DF,P8,0,0,0
4870,2022-08-19,03DF,P5,3880133,2964,645
4869,2022-08-19,03DF,P4,220188,4030,983
4868,2022-08-19,03DF,P13,292917,160,30
4867,2022-08-19,03DF,P12,1805146,782,177
4866,2022-08-19,03DF,P11,413228,215,45
4865,2022-08-19,03DF,P7,260249,98,28
4864,2022-08-19,03DF,P6,4138079,1950,459
4862,2022-08-19,03DF,P1,368620,174,34
4836,2022-08-19,0021,P1,862895,174,107
4887,2022-08-19,0005,P14,1614501,1351,347
4834,2022-08-19,0049,P10,155477,127,40
4806,2022-08-19,0040,P8,3429675,714,425
4805,2022-08-19,0040,P5,9814057,2971,1827
4804,2022-08-19,0040,P4,8746157,4042,2689
4803,2022-08-19,0040,P13,1405560,160,122
4802,2022-08-19,0040,P12,6884585,782,558
4801,2022-08-19,0040,P11,1515704,218,142
4800,2022-08-19,0040,P7,705557,101,70
4799,2022-08-19,0040,P6,14123299,1952,1323
4798,2022-08-19,0040,P2,5560901,767,519
4797,2022-08-19,0040,P1,1286366,174,102
4796,2022-08-19,0009,P14,13770779,1351,947
4795,2022-08-19,0009,P10,860321,129,74
4794,2022-08-19,0009,P9,964336,243,105
4793,2022-08-19,0009,P8,4618223,703,439
4792,2022-08-19,0009,P5,19366989,2970,1908
4791,2022-08-19,0009,P4,54448715,4039,2925
4790,2022-08-19,0009,P13,1852871,160,126
4789,2022-08-19,0009,P12,8541680,782,570
4788,2022-08-19,0009,P11,2047424,218,147
4787,2022-08-19,0009,P7,834066,101,66
4786,2022-08-19,0009,P6,20986055,1952,1486
4785,2022-08-19,0009,P2,8247644,767,565
4784,2022-08-19,0009,P1,2137310,174,138
4807,2022-08-19,0040,P9,759538,278,105
4808,2022-08-19,0040,P10,684912,129,81
4835,2022-08-19,0049,P14,2529724,1351,502
4810,2022-08-19,0004,P1,773799,174,31
4809,2022-08-19,0040,P14,11607708,1351,999
4833,2022-08-19,0049,P9,41735,162,10
4832,2022-08-19,0049,P8,654652,512,170
4831,2022-08-19,0049,P5,3913821,2968,984
4830,2022-08-19,0049,P4,124469,1821,692
4829,2022-08-19,0049,P13,369918,160,65
4828,2022-08-19,0049,P12,1379007,782,259
4826,2022-08-19,0049,P7,197056,101,37
4825,2022-08-19,0049,P6,3623709,1952,743
4824,2022-08-19,0049,P2,1660087,767,286
4823,2022-08-19,0049,P1,331363,174,68
4827,2022-08-19,0049,P11,473830,216,86
4821,2022-08-19,0004,P10,0,0,0
4820,2022-08-19,0004,P9,668942,278,29
4819,2022-08-19,0004,P8,2466525,714,112
4818,2022-08-19,0004,P5,9244965,2968,476
4811,2022-08-19,0004,P2,5751856,767,142
4817,2022-08-19,0004,P4,0,0,0
4816,2022-08-19,0004,P13,1233841,160,34
4815,2022-08-19,0004,P12,5646512,782,151
4814,2022-08-19,0004,P11,794300,216,36
4813,2022-08-19,0004,P7,268714,101,14
4812,2022-08-19,0004,P6,10873483,1952,323
4822,2022-08-19,0004,P14,8172906,1351,246
4956,2022-08-20,0027,P7,349558,101,65
4957,2022-08-20,0027,P11,742062,218,148
4958,2022-08-20,0027,P12,2764914,792,560
4959,2022-08-20,0027,P13,530357,160,112
4964,2022-08-20,0027,P10,17639,127,82
4961,2022-08-20,0027,P5,8818236,2971,1880
4962,2022-08-20,0027,P8,1244774,691,390
4963,2022-08-20,0027,P9,344756,278,162
4955,2022-08-20,0027,P6,6926622,1952,1297
4960,2022-08-20,0027,P4,26619793,4042,2810
4954,2022-08-20,0027,P2,2814441,776,542
4942,2022-08-20,0021,P6,7043326,1952,1115
4952,2022-08-20,0021,P14,6951677,1351,776
4951,2022-08-20,0021,P10,199895,129,60
4950,2022-08-20,0021,P9,967028,278,137
4949,2022-08-20,0021,P8,2351965,691,338
4948,2022-08-20,0021,P5,9399882,2971,1534
4947,2022-08-20,0021,P4,10460975,4042,2316
4946,2022-08-20,0021,P13,825120,160,91
4945,2022-08-20,0021,P12,4427148,792,476
4944,2022-08-20,0021,P11,944683,218,135
4943,2022-08-20,0021,P7,411314,101,59
4965,2022-08-20,0027,P14,2684752,1351,921
4953,2022-08-20,0027,P1,328905,174,125
4966,2022-08-20,03DF,P1,583770,174,44
4978,2022-08-20,03DF,P14,4176637,1351,338
4968,2022-08-20,03DF,P6,4129301,1950,457
4941,2022-08-20,0021,P2,4009962,776,443
4991,2022-08-20,0005,P14,1971183,1351,383
4990,2022-08-20,0005,P10,9299,127,36
4989,2022-08-20,0005,P9,257837,278,50
4988,2022-08-20,0005,P8,744177,691,164
4987,2022-08-20,0005,P5,0,0,0
4986,2022-08-20,0005,P4,4598060,4042,1004
4985,2022-08-20,0005,P13,240588,160,36
4984,2022-08-20,0005,P12,1268069,792,213
4983,2022-08-20,0005,P11,255184,218,58
4982,2022-08-20,0005,P7,133979,101,32
4981,2022-08-20,0005,P6,2241053,1952,492
4980,2022-08-20,0005,P2,1217598,776,202
4979,2022-08-20,0005,P1,260770,174,51
4977,2022-08-20,03DF,P10,0,0,0
4976,2022-08-20,03DF,P9,0,0,0
4975,2022-08-20,03DF,P8,0,0,0
4974,2022-08-20,03DF,P5,3917019,2964,632
4973,2022-08-20,03DF,P4,205402,4030,962
4972,2022-08-20,03DF,P13,311865,160,27
4971,2022-08-20,03DF,P12,2410525,792,216
4970,2022-08-20,03DF,P11,460622,215,55
4969,2022-08-20,03DF,P7,159010,98,20
4967,2022-08-20,03DF,P2,1960473,776,190
4940,2022-08-20,0021,P1,878852,174,96
4939,2022-08-20,0049,P14,3110050,1351,507
4938,2022-08-20,0049,P10,208086,127,40
4910,2022-08-20,0040,P8,3513352,691,421
4909,2022-08-20,0040,P5,9826721,2971,1837
4908,2022-08-20,0040,P4,9595217,4042,2727
4907,2022-08-20,0040,P13,1314696,160,109
4906,2022-08-20,0040,P12,6288994,792,512
4905,2022-08-20,0040,P11,1589668,218,157
4904,2022-08-20,0040,P7,686151,101,70
4903,2022-08-20,0040,P6,13671363,1952,1352
4902,2022-08-20,0040,P2,4581167,776,498
4901,2022-08-20,0040,P1,1539581,174,117
4911,2022-08-20,0040,P9,991253,278,130
4900,2022-08-20,0009,P14,17254990,1351,986
4898,2022-08-20,0009,P9,1702775,243,172
4897,2022-08-20,0009,P8,4162333,685,414
4896,2022-08-20,0009,P5,19843548,2970,1931
4895,2022-08-20,0009,P4,58278570,4039,2886
4894,2022-08-20,0009,P13,1783921,160,113
4893,2022-08-20,0009,P12,9486482,792,595
4892,2022-08-20,0009,P11,1927826,218,148
4891,2022-08-20,0009,P7,1174183,101,86
4890,2022-08-20,0009,P6,19141513,1952,1400
4889,2022-08-20,0009,P2,7739608,776,510
4899,2022-08-20,0009,P10,1161496,129,92
4912,2022-08-20,0040,P10,685009,129,80
4888,2022-08-20,0009,P1,2352253,174,139
4914,2022-08-20,0004,P1,1343982,174,28
4937,2022-08-20,0049,P9,201638,162,50
4936,2022-08-20,0049,P8,616253,546,167
4935,2022-08-20,0049,P5,4025514,2968,987
4934,2022-08-20,0049,P4,110322,1961,625
4933,2022-08-20,0049,P13,272241,160,49
4932,2022-08-20,0049,P12,1862302,792,316
4913,2022-08-20,0040,P14,12409769,1351,949
4930,2022-08-20,0049,P7,182938,101,37
4929,2022-08-20,0049,P6,3798700,1952,729
4928,2022-08-20,0049,P2,1755152,776,277
4927,2022-08-20,0049,P1,362830,174,59
4931,2022-08-20,0049,P11,415590,216,72
4925,2022-08-20,0004,P10,0,0,0
4926,2022-08-20,0004,P14,13370339,1351,230
4916,2022-08-20,0004,P6,20940057,1952,384
4917,2022-08-20,0004,P7,835188,101,15
4918,2022-08-20,0004,P11,2409168,216,40
4919,2022-08-20,0004,P12,7445437,792,134
4915,2022-08-20,0004,P2,7613863,776,138
4921,2022-08-20,0004,P4,0,0,0
4922,2022-08-20,0004,P5,17996869,2968,497
4923,2022-08-20,0004,P8,4172753,691,105
4924,2022-08-20,0004,P9,1262122,278,33
4920,2022-08-20,0004,P13,1173781,160,25
5067,2022-08-21,0027,P9,270259,278,131
5066,2022-08-21,0027,P8,1398842,691,418
5065,2022-08-21,0027,P5,9900787,2971,1961
5064,2022-08-21,0027,P4,26442503,4042,2864
5063,2022-08-21,0027,P13,568270,160,105
5062,2022-08-21,0027,P12,2623931,792,517
5061,2022-08-21,0027,P11,737154,218,130
5060,2022-08-21,0027,P7,497597,101,88
5059,2022-08-21,0027,P6,7647760,1952,1379
5058,2022-08-21,0027,P2,2726635,786,534
5046,2022-08-21,0021,P6,7050017,1952,1159
5056,2022-08-21,0021,P14,7559441,1351,786
5055,2022-08-21,0021,P10,128236,129,43
5054,2022-08-21,0021,P9,749350,278,118
5053,2022-08-21,0021,P8,2156480,691,346
5052,2022-08-21,0021,P5,8608837,2971,1602
5051,2022-08-21,0021,P4,9704996,4042,2286
5050,2022-08-21,0021,P13,676581,160,80
5049,2022-08-21,0021,P12,4365785,792,476
5048,2022-08-21,0021,P11,891857,218,134
5047,2022-08-21,0021,P7,350732,101,56
5068,2022-08-21,0027,P10,9449,127,48
5057,2022-08-21,0027,P1,279542,174,112
5069,2022-08-21,0027,P14,2779042,1351,950
5082,2022-08-21,03DF,P14,5307060,1351,312
5071,2022-08-21,03DF,P2,2571309,786,200
5045,2022-08-21,0021,P2,3689219,786,454
5094,2022-08-21,0005,P10,2957,127,13
5093,2022-08-21,0005,P9,235420,278,46
5092,2022-08-21,0005,P8,610452,691,137
5091,2022-08-21,0005,P5,0,0,0
5090,2022-08-21,0005,P4,4824052,4042,1004
5089,2022-08-21,0005,P13,206460,160,37
5088,2022-08-21,0005,P12,1347863,792,228
5087,2022-08-21,0005,P11,379952,218,73
5086,2022-08-21,0005,P7,93046,101,20
5085,2022-08-21,0005,P6,2801510,1952,541
5084,2022-08-21,0005,P2,1243855,786,231
5083,2022-08-21,0005,P1,222113,174,49
5081,2022-08-21,03DF,P10,0,0,0
5080,2022-08-21,03DF,P9,0,0,0
5079,2022-08-21,03DF,P8,0,0,0
5078,2022-08-21,03DF,P5,4832715,2964,640
5077,2022-08-21,03DF,P4,197454,4030,966
5076,2022-08-21,03DF,P13,408463,160,32
5075,2022-08-21,03DF,P12,2735298,792,187
5074,2022-08-21,03DF,P11,855310,215,59
5073,2022-08-21,03DF,P7,223129,98,18
5072,2022-08-21,03DF,P6,6089079,1950,470
5070,2022-08-21,03DF,P1,699041,174,38
5044,2022-08-21,0021,P1,850817,174,87
5095,2022-08-21,0005,P14,1863790,1351,375
5042,2022-08-21,0049,P10,236380,127,35
5014,2022-08-21,0040,P8,3317332,691,398
5013,2022-08-21,0040,P5,10115501,2971,1883
5012,2022-08-21,0040,P4,9570744,4042,2677
5011,2022-08-21,0040,P13,1467207,160,117
5010,2022-08-21,0040,P12,7047528,792,547
5009,2022-08-21,0040,P11,1552645,218,133
5008,2022-08-21,0040,P7,683664,101,62
5007,2022-08-21,0040,P6,14252588,1952,1292
5006,2022-08-21,0040,P2,5435792,786,505
5005,2022-08-21,0040,P1,1650029,174,122
5004,2022-08-21,0009,P14,15050312,1351,954
5003,2022-08-21,0009,P10,866495,129,74
5002,2022-08-21,0009,P9,1206137,243,130
5001,2022-08-21,0009,P8,4080958,685,411
5000,2022-08-21,0009,P5,19314456,2970,2040
4999,2022-08-21,0009,P4,53598918,4039,2855
4998,2022-08-21,0009,P13,1728016,160,112
4997,2022-08-21,0009,P12,8513763,792,558
4996,2022-08-21,0009,P11,2246070,218,160
4995,2022-08-21,0009,P7,1029920,101,76
4994,2022-08-21,0009,P6,18770368,1952,1344
