,date,chain,provider,total_relays,nodes_staked,total_sessions
3852,2022-08-10,0009,P11,2829574,218,148
3851,2022-08-10,0009,P7,0,0,0
3850,2022-08-10,0009,P6,20040915,1952,1080
3849,2022-08-10,0009,P2,4358758,415,241
3848,2022-08-10,0009,P1,1877425,174,96
3871,2022-08-10,0040,P9,1668963,376,100
3872,2022-08-10,0040,P10,4138483,462,230
3861,2022-08-10,0040,P1,2266209,174,90
3874,2022-08-10,0004,P1,468750,174,22
3873,2022-08-10,0040,P14,16021799,1284,649
3897,2022-08-10,0049,P9,4603,70,2
3896,2022-08-10,0049,P8,358305,469,99
3895,2022-08-10,0049,P5,4025353,3441,985
3894,2022-08-10,0049,P4,99654,1861,591
3893,2022-08-10,0049,P13,205626,160,38
3892,2022-08-10,0049,P12,1478520,816,284
3890,2022-08-10,0049,P7,0,0,0
3889,2022-08-10,0049,P6,3072073,1952,630
3888,2022-08-10,0049,P2,835486,415,143
3887,2022-08-10,0049,P1,359376,174,59
3891,2022-08-10,0049,P11,383424,216,68
3885,2022-08-10,0004,P10,0,0,0
3875,2022-08-10,0004,P2,1617066,415,70
3877,2022-08-10,0004,P7,0,0,0
3878,2022-08-10,0004,P11,693195,216,26
3879,2022-08-10,0004,P12,3828671,816,142
3880,2022-08-10,0004,P13,655678,160,24
3876,2022-08-10,0004,P6,6675079,1952,272
3882,2022-08-10,0004,P5,7193982,3441,453
3883,2022-08-10,0004,P8,1274190,815,70
3884,2022-08-10,0004,P9,186976,376,18
3881,2022-08-10,0004,P4,0,0,0
4019,2022-08-11,0027,P6,4602211,1952,1126
4028,2022-08-11,0027,P10,55449,460,244
4027,2022-08-11,0027,P9,224453,317,114
4026,2022-08-11,0027,P8,740929,709,321
4025,2022-08-11,0027,P5,8433910,3444,1974
4024,2022-08-11,0027,P4,19048919,3629,2132
4023,2022-08-11,0027,P13,271836,160,96
4022,2022-08-11,0027,P12,1322200,791,484
4021,2022-08-11,0027,P11,628282,218,151
4020,2022-08-11,0027,P7,0,0,0
4018,2022-08-11,0027,P2,768545,455,262
4006,2022-08-11,0021,P6,9484900,1952,1033
4016,2022-08-11,0021,P14,6578974,1286,642
4015,2022-08-11,0021,P10,257041,462,184
4014,2022-08-11,0021,P9,1696540,317,91
4013,2022-08-11,0021,P8,4067325,709,257
4012,2022-08-11,0021,P5,17376785,3444,1591
4011,2022-08-11,0021,P4,7139116,3629,1773
4010,2022-08-11,0021,P13,1504195,160,72
4009,2022-08-11,0021,P12,8409356,791,389
4008,2022-08-11,0021,P11,815434,218,94
4007,2022-08-11,0021,P7,0,0,0
4029,2022-08-11,0027,P14,1740119,1286,763
4017,2022-08-11,0027,P1,226697,174,108
4030,2022-08-11,03DF,P1,634475,174,40
4005,2022-08-11,0021,P2,4270500,455,211
4032,2022-08-11,03DF,P6,4090129,1950,347
4055,2022-08-11,0005,P14,2244569,1286,293
4054,2022-08-11,0005,P10,16321,460,69
4053,2022-08-11,0005,P9,253721,317,38
4052,2022-08-11,0005,P8,670780,709,107
4051,2022-08-11,0005,P5,1745,24,7
4050,2022-08-11,0005,P4,197810,3629,789
4049,2022-08-11,0005,P13,340919,160,34
4048,2022-08-11,0005,P12,1875124,791,187
4047,2022-08-11,0005,P11,331560,218,31
4046,2022-08-11,0005,P7,0,0,0
4045,2022-08-11,0005,P6,4340171,1952,466
4044,2022-08-11,0005,P2,845097,455,89
4043,2022-08-11,0005,P1,323858,174,41
4042,2022-08-11,03DF,P14,3949123,1286,235
4041,2022-08-11,03DF,P10,0,0,0
4040,2022-08-11,03DF,P9,0,0,0
4039,2022-08-11,03DF,P8,0,0,0
4038,2022-08-11,03DF,P5,5319655,3437,648
4037,2022-08-11,03DF,P4,166171,3617,793
4036,2022-08-11,03DF,P13,377215,160,28
4035,2022-08-11,03DF,P12,2673079,791,178
4034,2022-08-11,03DF,P11,436930,215,35
4033,2022-08-11,03DF,P7,0,0,0
4031,2022-08-11,03DF,P2,1174555,455,88
4004,2022-08-11,0021,P1,697390,174,84
4003,2022-08-11,0049,P14,2180713,1286,407
4002,2022-08-11,0049,P10,579731,460,134
3974,2022-08-11,0040,P8,5335584,709,311
3973,2022-08-11,0040,P5,22727614,3444,2022
3972,2022-08-11,0040,P4,41770510,3629,2028
3971,2022-08-11,0040,P13,2213977,160,87
3970,2022-08-11,0040,P12,12114268,791,472
3969,2022-08-11,0040,P11,2784544,218,124
3968,2022-08-11,0040,P7,0,0,0
3967,2022-08-11,0040,P6,24706563,1952,1085
3966,2022-08-11,0040,P2,5437676,455,229
3965,2022-08-11,0040,P1,2365293,174,101
3975,2022-08-11,0040,P9,1716954,317,97
3964,2022-08-11,0009,P14,13169153,1286,758
3962,2022-08-11,0009,P9,1067208,229,84
3961,2022-08-11,0009,P8,4246190,698,350
3960,2022-08-11,0009,P5,23924227,3443,1997
3959,2022-08-11,0009,P4,49404985,3626,2214
3958,2022-08-11,0009,P13,1618560,160,92
3957,2022-08-11,0009,P12,8368899,791,467
3956,2022-08-11,0009,P11,2226626,218,127
3955,2022-08-11,0009,P7,0,0,0
3954,2022-08-11,0009,P6,19693817,1952,1131
3953,2022-08-11,0009,P2,4166895,455,247
3963,2022-08-11,0009,P10,4096521,462,276
3976,2022-08-11,0040,P10,4511219,462,256
3952,2022-08-11,0009,P1,2188386,174,119
3978,2022-08-11,0004,P1,618511,174,26
4001,2022-08-11,0049,P9,0,0,0
4000,2022-08-11,0049,P8,440923,469,117
3999,2022-08-11,0049,P5,4095698,3441,1065
3998,2022-08-11,0049,P4,97098,1861,593
3997,2022-08-11,0049,P13,273396,160,52
3996,2022-08-11,0049,P12,1435522,791,260
3977,2022-08-11,0040,P14,16182795,1286,777
3994,2022-08-11,0049,P7,0,0,0
3993,2022-08-11,0049,P6,3022027,1952,588
3992,2022-08-11,0049,P2,972320,455,157
3991,2022-08-11,0049,P1,258727,174,51
3995,2022-08-11,0049,P11,392060,216,69
3989,2022-08-11,0004,P10,0,0,0
3990,2022-08-11,0004,P14,3202035,1286,168
3980,2022-08-11,0004,P6,5984502,1952,269
3981,2022-08-11,0004,P7,0,0,0
3982,2022-08-11,0004,P11,535421,216,30
3983,2022-08-11,0004,P12,3210689,791,117
3979,2022-08-11,0004,P2,1551153,455,72
3985,2022-08-11,0004,P4,0,0,0
3986,2022-08-11,0004,P5,7233112,3441,490
3987,2022-08-11,0004,P8,1161575,709,71
3988,2022-08-11,0004,P9,396636,317,25
3984,2022-08-11,0004,P13,538236,160,17
4132,2022-08-12,0027,P10,46188,460,211
4131,2022-08-12,0027,P9,220258,317,105
4130,2022-08-12,0027,P8,833623,709,303
4129,2022-08-12,0027,P5,9540788,3321,1875
4128,2022-08-12,0027,P4,24432854,3629,2139
4127,2022-08-12,0027,P13,262028,160,95
4126,2022-08-12,0027,P12,1218105,791,460
4125,2022-08-12,0027,P11,565849,218,120
4124,2022-08-12,0027,P7,0,0,0
4123,2022-08-12,0027,P6,5370868,1952,1131
4111,2022-08-12,0021,P7,0,0,0
4121,2022-08-12,0027,P1,279905,174,125
4120,2022-08-12,0021,P14,6854587,1286,640
4119,2022-08-12,0021,P10,274519,462,207
4118,2022-08-12,0021,P9,1017434,317,75
4117,2022-08-12,0021,P8,3478433,709,288
4116,2022-08-12,0021,P5,14965087,3321,1537
4115,2022-08-12,0021,P4,6375663,3629,1741
4114,2022-08-12,0021,P13,1383806,160,87
4113,2022-08-12,0021,P12,6489554,791,389
4112,2022-08-12,0021,P11,1157205,218,123
4133,2022-08-12,0027,P14,1619018,1286,723
4122,2022-08-12,0027,P2,786024,503,248
4134,2022-08-12,03DF,P1,579762,174,36
4147,2022-08-12,0005,P1,296837,174,41
4136,2022-08-12,03DF,P6,4967997,1950,409
4110,2022-08-12,0021,P6,9054425,1952,948
4159,2022-08-12,0005,P14,1689919,1286,244
4158,2022-08-12,0005,P10,23572,460,113
4157,2022-08-12,0005,P9,118955,317,25
4156,2022-08-12,0005,P8,770627,709,127
4155,2022-08-12,0005,P5,364,24,2
4154,2022-08-12,0005,P4,1624503,3629,816
4153,2022-08-12,0005,P13,442824,160,40
4152,2022-08-12,0005,P12,1730813,791,182
4151,2022-08-12,0005,P11,307540,218,34
4150,2022-08-12,0005,P7,0,0,0
4149,2022-08-12,0005,P6,4000662,1952,431
4148,2022-08-12,0005,P2,934323,503,100
4146,2022-08-12,03DF,P14,4787103,1286,278
4145,2022-08-12,03DF,P10,0,0,0
4144,2022-08-12,03DF,P9,0,0,0
4143,2022-08-12,03DF,P8,0,0,0
4142,2022-08-12,03DF,P5,5305916,3314,647
4141,2022-08-12,03DF,P4,148397,3617,684
4140,2022-08-12,03DF,P13,434217,160,27
4139,2022-08-12,03DF,P12,2401450,791,155
4138,2022-08-12,03DF,P11,443603,215,31
4137,2022-08-12,03DF,P7,0,0,0
4135,2022-08-12,03DF,P2,1474931,503,106
4109,2022-08-12,0021,P2,3651461,503,232
4108,2022-08-12,0021,P1,883075,174,95
4056,2022-08-12,0009,P1,1744859,174,91
4079,2022-08-12,0040,P9,1013222,317,89
4078,2022-08-12,0040,P8,3439523,709,305
4077,2022-08-12,0040,P5,16540021,3321,1912
4076,2022-08-12,0040,P4,31034498,3629,2044
4075,2022-08-12,0040,P13,1476493,160,85
4074,2022-08-12,0040,P12,8515554,791,458
4073,2022-08-12,0040,P11,1926704,218,119
4072,2022-08-12,0040,P7,0,0,0
4071,2022-08-12,0040,P6,18098740,1952,1087
4070,2022-08-12,0040,P2,4554213,503,267
4068,2022-08-12,0009,P14,15043694,1286,813
4067,2022-08-12,0009,P10,2972831,462,184
4066,2022-08-12,0009,P9,1162665,229,94
4065,2022-08-12,0009,P8,4365038,698,348
4064,2022-08-12,0009,P5,24193319,3320,1928
4063,2022-08-12,0009,P4,45346373,3626,2079
4062,2022-08-12,0009,P13,1831165,160,96
4061,2022-08-12,0009,P12,8889221,791,468
4060,2022-08-12,0009,P11,2836698,218,149
4059,2022-08-12,0009,P7,0,0,0
4058,2022-08-12,0009,P6,20189474,1952,1093
4057,2022-08-12,0009,P2,5590223,503,304
4107,2022-08-12,0049,P14,1629863,1286,377
4080,2022-08-12,0040,P10,2958067,462,240
4081,2022-08-12,0040,P14,12017261,1286,727
4069,2022-08-12,0040,P1,1689981,174,95
4083,2022-08-12,0004,P2,2114605,503,91
4082,2022-08-12,0004,P1,840364,174,26
4105,2022-08-12,0049,P9,0,0,0
4104,2022-08-12,0049,P8,440100,469,119
4103,2022-08-12,0049,P5,4257726,3318,1061
4102,2022-08-12,0049,P4,94930,1861,562
4101,2022-08-12,0049,P13,319974,160,54
4100,2022-08-12,0049,P12,1309803,791,230
4099,2022-08-12,0049,P11,382632,216,68
4098,2022-08-12,0049,P7,0,0,0
4097,2022-08-12,0049,P6,3429137,1952,617
4096,2022-08-12,0049,P2,913906,503,146
4095,2022-08-12,0049,P1,253409,174,56
4106,2022-08-12,0049,P10,518998,460,121
4093,2022-08-12,0004,P10,0,0,0
4092,2022-08-12,0004,P9,795036,317,31
4091,2022-08-12,0004,P8,1875945,709,92
4090,2022-08-12,0004,P5,5857459,3318,469
4089,2022-08-12,0004,P4,0,0,0
4088,2022-08-12,0004,P13,721326,160,25
4087,2022-08-12,0004,P12,3282299,791,123
4086,2022-08-12,0004,P11,508207,216,29
4085,2022-08-12,0004,P7,0,0,0
4084,2022-08-12,0004,P6,7008243,1952,297
4094,2022-08-12,0004,P14,4193254,1286,170
4237,2022-08-13,0027,P14,2254346,1286,786
4228,2022-08-13,0027,P7,221509,101,47
4229,2022-08-13,0027,P11,699378,218,132
4230,2022-08-13,0027,P12,1944634,791,482
4231,2022-08-13,0027,P13,392805,160,91
4236,2022-08-13,0027,P10,48535,460,220
4233,2022-08-13,0027,P5,8963942,3037,1764
4234,2022-08-13,0027,P8,1091547,709,317
4235,2022-08-13,0027,P9,233392,297,94
4227,2022-08-13,0027,P6,6274938,1952,1164
4232,2022-08-13,0027,P4,25116713,4092,2199
4226,2022-08-13,0027,P2,1247208,678,342
4220,2022-08-13,0021,P5,9327515,3037,1518
4224,2022-08-13,0021,P14,6350177,1286,642
4223,2022-08-13,0021,P10,198420,462,201
4222,2022-08-13,0021,P9,766322,297,87
4221,2022-08-13,0021,P8,2154209,709,273
4219,2022-08-13,0021,P4,4685598,4092,1788
4218,2022-08-13,0021,P13,877508,160,79
4217,2022-08-13,0021,P12,4522367,791,405
4216,2022-08-13,0021,P11,827677,218,95
4215,2022-08-13,0021,P7,370401,101,46
4214,2022-08-13,0021,P6,7817235,1952,931
4225,2022-08-13,0027,P1,313692,174,109
4238,2022-08-13,03DF,P1,607250,174,37
4213,2022-08-13,0021,P2,2973800,678,280
4240,2022-08-13,03DF,P6,4396679,1950,420
4263,2022-08-13,0005,P14,1926865,1286,273
4262,2022-08-13,0005,P10,17954,460,84
4261,2022-08-13,0005,P9,196375,297,43
4260,2022-08-13,0005,P8,685039,709,127
4259,2022-08-13,0005,P5,1474,3,4
4258,2022-08-13,0005,P4,5290459,4092,822
4257,2022-08-13,0005,P13,307263,160,34
4256,2022-08-13,0005,P12,1489041,791,171
4255,2022-08-13,0005,P11,311251,218,35
4254,2022-08-13,0005,P7,186655,101,22
4253,2022-08-13,0005,P6,3355271,1952,429
4252,2022-08-13,0005,P2,984259,678,113
4251,2022-08-13,0005,P1,274175,174,36
4250,2022-08-13,03DF,P14,3901270,1286,267
4249,2022-08-13,03DF,P10,0,0,0
4248,2022-08-13,03DF,P9,0,0,0
4247,2022-08-13,03DF,P8,0,0,0
4246,2022-08-13,03DF,P5,4921340,3030,641
4245,2022-08-13,03DF,P4,144009,4080,709
4244,2022-08-13,03DF,P13,443169,160,37
4243,2022-08-13,03DF,P12,2328725,791,166
4242,2022-08-13,03DF,P11,470871,215,45
4241,2022-08-13,03DF,P7,175965,98,18
4239,2022-08-13,03DF,P2,1367557,678,113
4212,2022-08-13,0021,P1,889033,174,88
4211,2022-08-13,0049,P14,2284268,1286,441
4210,2022-08-13,0049,P10,478043,460,92
4182,2022-08-13,0040,P8,3312546,709,322
4181,2022-08-13,0040,P5,13039965,3037,1806
4180,2022-08-13,0040,P4,26252321,4092,2053
4179,2022-08-13,0040,P13,1326485,160,84
4178,2022-08-13,0040,P12,6958794,791,443
4177,2022-08-13,0040,P11,1584095,218,115
4176,2022-08-13,0040,P7,727646,101,54
4175,2022-08-13,0040,P6,14892195,1952,1084
4174,2022-08-13,0040,P2,5023609,678,343
4172,2022-08-13,0009,P14,13604396,1286,750
4183,2022-08-13,0040,P9,869218,297,96
4171,2022-08-13,0009,P10,3937407,462,258
4169,2022-08-13,0009,P8,4817984,698,357
4168,2022-08-13,0009,P5,23261989,3036,1882
4167,2022-08-13,0009,P4,45844720,4089,2251
4166,2022-08-13,0009,P13,1618219,160,89
4165,2022-08-13,0009,P12,8691132,791,444
4164,2022-08-13,0009,P11,2138618,218,122
4163,2022-08-13,0009,P7,1093815,101,65
4162,2022-08-13,0009,P6,20680242,1952,1182
4161,2022-08-13,0009,P2,6044806,678,336
4160,2022-08-13,0009,P1,1600522,174,89
4170,2022-08-13,0009,P9,1079262,210,90
4184,2022-08-13,0040,P10,1965284,462,192
4173,2022-08-13,0040,P1,1529392,174,106
4186,2022-08-13,0004,P1,778946,174,37
4185,2022-08-13,0040,P14,11472956,1286,730
4208,2022-08-13,0049,P8,516972,469,126
4207,2022-08-13,0049,P5,3801032,3034,947
4206,2022-08-13,0049,P4,84775,1821,547
4205,2022-08-13,0049,P13,361933,160,56
4204,2022-08-13,0049,P12,1373856,791,235
4203,2022-08-13,0049,P11,378565,216,67
4202,2022-08-13,0049,P7,240535,101,37
4201,2022-08-13,0049,P6,3317778,1952,614
4200,2022-08-13,0049,P2,1145573,678,178
4199,2022-08-13,0049,P1,288731,174,54
4198,2022-08-13,0004,P14,4204388,1286,188
4209,2022-08-13,0049,P9,0,0,0
4196,2022-08-13,0004,P9,428728,297,24
4195,2022-08-13,0004,P8,1317430,709,75
4194,2022-08-13,0004,P5,7097751,3034,449
4193,2022-08-13,0004,P4,0,0,0
4192,2022-08-13,0004,P13,765348,160,25
4191,2022-08-13,0004,P12,2456741,791,106
4190,2022-08-13,0004,P11,535933,216,20
4189,2022-08-13,0004,P7,510473,101,21
4188,2022-08-13,0004,P6,6612048,1952,301
4187,2022-08-13,0004,P2,2307256,678,97
4197,2022-08-13,0004,P10,0,0,0
4341,2022-08-14,0027,P14,2463208,1286,784
4332,2022-08-14,0027,P7,387293,101,69
4333,2022-08-14,0027,P11,530333,218,97
4334,2022-08-14,0027,P12,2273079,789,443
4335,2022-08-14,0027,P13,478281,160,99
4340,2022-08-14,0027,P10,48658,460,254
4337,2022-08-14,0027,P5,8468652,3037,1709
4338,2022-08-14,0027,P8,1306346,709,331
4339,2022-08-14,0027,P9,225224,297,89
4331,2022-08-14,0027,P6,5992894,1952,1084
4336,2022-08-14,0027,P4,24963846,4092,2354
4330,2022-08-14,0027,P2,1628424,687,394
4324,2022-08-14,0021,P5,7633113,3037,1388
4328,2022-08-14,0021,P14,5345687,1286,632
4327,2022-08-14,0021,P10,173617,462,197
4326,2022-08-14,0021,P9,471174,297,69
4325,2022-08-14,0021,P8,1896136,709,272
4323,2022-08-14,0021,P4,6683860,4092,1949
4322,2022-08-14,0021,P13,785690,160,84
4321,2022-08-14,0021,P12,3182122,789,357
4320,2022-08-14,0021,P11,983384,218,115
4319,2022-08-14,0021,P7,381014,101,48
4318,2022-08-14,0021,P6,7150842,1952,932
4329,2022-08-14,0027,P1,338768,174,109
4342,2022-08-14,03DF,P1,345061,174,35
4367,2022-08-14,0005,P14,2223859,1286,292
4344,2022-08-14,03DF,P6,3497355,1950,403
4317,2022-08-14,0021,P2,2749820,687,316
4366,2022-08-14,0005,P10,21979,460,90
4365,2022-08-14,0005,P9,93372,297,25
4364,2022-08-14,0005,P8,588509,709,115
4363,2022-08-14,0005,P5,0,0,0
4362,2022-08-14,0005,P4,5590866,4092,885
4361,2022-08-14,0005,P13,298643,160,34
4360,2022-08-14,0005,P12,1573263,789,193
4359,2022-08-14,0005,P11,431902,218,58
4358,2022-08-14,0005,P7,80463,101,14
4357,2022-08-14,0005,P6,3273595,1952,444
4356,2022-08-14,0005,P2,1147473,687,146
4355,2022-08-14,0005,P1,200327,174,36
4354,2022-08-14,03DF,P14,2898625,1286,257
4353,2022-08-14,03DF,P10,0,0,0
4352,2022-08-14,03DF,P9,0,0,0
4351,2022-08-14,03DF,P8,0,0,0
4350,2022-08-14,03DF,P5,3033234,3030,582
4349,2022-08-14,03DF,P4,154556,4080,810
4348,2022-08-14,03DF,P13,196150,160,26
4347,2022-08-14,03DF,P12,1531745,789,159
4346,2022-08-14,03DF,P11,378941,215,40
4345,2022-08-14,03DF,P7,190537,98,22
4343,2022-08-14,03DF,P2,1073192,687,118
4316,2022-08-14,0021,P1,707405,174,89
4315,2022-08-14,0049,P14,2014305,1286,395
4314,2022-08-14,0049,P10,542363,460,108
4286,2022-08-14,0040,P8,3421459,709,348
4285,2022-08-14,0040,P5,11501186,3037,1607
4284,2022-08-14,0040,P4,8377718,4092,2297
4283,2022-08-14,0040,P13,1608808,160,101
4282,2022-08-14,0040,P12,7328622,789,441
4281,2022-08-14,0040,P11,1776515,218,119
4280,2022-08-14,0040,P7,680350,101,44
4279,2022-08-14,0040,P6,16730457,1952,1117
4278,2022-08-14,0040,P2,5306363,687,366
4277,2022-08-14,0040,P1,1609417,174,92
4287,2022-08-14,0040,P9,709753,297,81
4276,2022-08-14,0009,P14,13855100,1286,764
4274,2022-08-14,0009,P9,743716,210,65
4273,2022-08-14,0009,P8,4026404,698,301
4272,2022-08-14,0009,P5,21422477,3036,1774
4271,2022-08-14,0009,P4,45388842,4089,2365
4270,2022-08-14,0009,P13,1603371,160,91
4269,2022-08-14,0009,P12,8901707,789,482
4268,2022-08-14,0009,P11,2514257,218,136
4267,2022-08-14,0009,P7,984682,101,54
4266,2022-08-14,0009,P6,20401805,1952,1183
4265,2022-08-14,0009,P2,7263340,687,426
4275,2022-08-14,0009,P10,3285748,462,231
4288,2022-08-14,0040,P10,2480784,462,237
4264,2022-08-14,0009,P1,1689072,174,88
4290,2022-08-14,0004,P1,664593,174,25
4313,2022-08-14,0049,P9,0,0,0
4312,2022-08-14,0049,P8,425519,469,102
4311,2022-08-14,0049,P5,3686558,3034,923
4310,2022-08-14,0049,P4,84226,1821,530
4309,2022-08-14,0049,P13,333237,160,54
4308,2022-08-14,0049,P12,1500900,789,260
4289,2022-08-14,0040,P14,12006568,1286,697
4306,2022-08-14,0049,P7,204831,101,35
4305,2022-08-14,0049,P6,3433555,1952,644
4304,2022-08-14,0049,P2,1365511,687,224
4303,2022-08-14,0049,P1,367744,174,60
4307,2022-08-14,0049,P11,366681,216,64
4301,2022-08-14,0004,P10,0,0,0
4302,2022-08-14,0004,P14,5389527,1286,208
4292,2022-08-14,0004,P6,7168440,1952,301
4293,2022-08-14,0004,P7,338968,101,12
4294,2022-08-14,0004,P11,774854,216,30
4295,2022-08-14,0004,P12,3299254,789,117
4291,2022-08-14,0004,P2,2632485,687,100
4297,2022-08-14,0004,P4,0,0,0
4298,2022-08-14,0004,P5,7136770,3034,443
4299,2022-08-14,0004,P8,1478363,709,87
4300,2022-08-14,0004,P9,148226,297,10
4296,2022-08-14,0004,P13,638032,160,25
4443,2022-08-15,0027,P9,174148,297,66
4442,2022-08-15,0027,P8,1115185,709,325
4441,2022-08-15,0027,P5,8715459,3037,1679
4440,2022-08-15,0027,P4,27730536,4092,2218
4439,2022-08-15,0027,P13,478871,160,92
4438,2022-08-15,0027,P12,2304559,789,438
4437,2022-08-15,0027,P11,874790,218,142
4436,2022-08-15,0027,P7,399725,101,64
4435,2022-08-15,0027,P6,6335185,1952,1085
4434,2022-08-15,0027,P2,1740305,696,374
4422,2022-08-15,0021,P6,7489449,1952,921
4432,2022-08-15,0021,P14,5760667,1286,624
4431,2022-08-15,0021,P10,212047,462,151
4430,2022-08-15,0021,P9,486725,297,67
4429,2022-08-15,0021,P8,2062595,709,273
4428,2022-08-15,0021,P5,7878480,3037,1407
4427,2022-08-15,0021,P4,7807962,4092,1831
4426,2022-08-15,0021,P13,778773,160,80
4425,2022-08-15,0021,P12,3973321,789,407
4424,2022-08-15,0021,P11,842760,218,95
4423,2022-08-15,0021,P7,475513,101,52
4444,2022-08-15,0027,P10,42195,460,223
4433,2022-08-15,0027,P1,293088,174,92
4445,2022-08-15,0027,P14,2305043,1286,695
4458,2022-08-15,03DF,P14,2859436,1286,257
4447,2022-08-15,03DF,P2,1241003,696,135
4421,2022-08-15,0021,P2,3046538,696,315
4470,2022-08-15,0005,P10,15848,460,73
4469,2022-08-15,0005,P9,128616,297,32
4468,2022-08-15,0005,P8,741405,709,139
4467,2022-08-15,0005,P5,0,0,0
4466,2022-08-15,0005,P4,5666600,4092,852
4465,2022-08-15,0005,P13,149478,160,22
4464,2022-08-15,0005,P12,1119452,789,149
4463,2022-08-15,0005,P11,322607,218,46
4462,2022-08-15,0005,P7,107844,101,16
4461,2022-08-15,0005,P6,2686820,1952,380
4460,2022-08-15,0005,P2,1051473,696,142
4459,2022-08-15,0005,P1,239657,174,36
4457,2022-08-15,03DF,P10,0,0,0
4456,2022-08-15,03DF,P9,0,0,0
4455,2022-08-15,03DF,P8,0,0,0
4454,2022-08-15,03DF,P5,2873140,3030,544
4453,2022-08-15,03DF,P4,164360,4080,803
4452,2022-08-15,03DF,P13,309433,160,33
4451,2022-08-15,03DF,P12,1616127,789,163
4450,2022-08-15,03DF,P11,236684,215,30
4449,2022-08-15,03DF,P7,97383,98,12
4448,2022-08-15,03DF,P6,3242492,1950,341
4446,2022-08-15,03DF,P1,495894,174,45
4420,2022-08-15,0021,P1,725522,174,81
4471,2022-08-15,0005,P14,1708825,1286,266
4418,2022-08-15,0049,P10,573015,460,122
4390,2022-08-15,0040,P8,3453711,709,324
4389,2022-08-15,0040,P5,11645148,3037,1615
4388,2022-08-15,0040,P4,6713949,4092,2125
4387,2022-08-15,0040,P13,1348193,160,80
4386,2022-08-15,0040,P12,7002831,789,418
4385,2022-08-15,0040,P11,1826661,218,110
4384,2022-08-15,0040,P7,672076,101,45
4383,2022-08-15,0040,P6,17759666,1952,1109
4382,2022-08-15,0040,P2,5549904,696,367
4381,2022-08-15,0040,P1,1610901,174,89
4380,2022-08-15,0009,P14,14132629,1286,751
4379,2022-08-15,0009,P10,3740184,462,255
4378,2022-08-15,0009,P9,824518,210,75
4377,2022-08-15,0009,P8,4323779,698,346
4376,2022-08-15,0009,P5,18774238,3036,1662
4375,2022-08-15,0009,P4,53750187,4089,2315
4374,2022-08-15,0009,P13,1643573,160,95
4373,2022-08-15,0009,P12,8311191,789,446
4372,2022-08-15,0009,P11,2519112,218,145
4371,2022-08-15,0009,P7,1041472,101,61
4370,2022-08-15,0009,P6,19159037,1952,1142
4369,2022-08-15,0009,P2,7759256,696,428
4368,2022-08-15,0009,P1,1720083,174,92
4391,2022-08-15,0040,P9,616904,297,72
4392,2022-08-15,0040,P10,2147697,462,202
4419,2022-08-15,0049,P14,1847639,1286,364
4394,2022-08-15,0004,P1,608228,174,21
4393,2022-08-15,0040,P14,12169736,1286,713
4417,2022-08-15,0049,P9,0,0,0
4416,2022-08-15,0049,P8,545245,469,134
4415,2022-08-15,0049,P5,3697084,3034,878
4414,2022-08-15,0049,P4,85203,1821,547
4413,2022-08-15,0049,P13,291159,160,49
4412,2022-08-15,0049,P12,1610610,789,274
4410,2022-08-15,0049,P7,167547,101,31
4409,2022-08-15,0049,P6,3309969,1952,590
4408,2022-08-15,0049,P2,1228992,696,195
4407,2022-08-15,0049,P1,325565,174,57
4411,2022-08-15,0049,P11,403587,216,61
4405,2022-08-15,0004,P10,0,0,0
4404,2022-08-15,0004,P9,448260,297,27
4403,2022-08-15,0004,P8,1514914,709,93
4402,2022-08-15,0004,P5,6798911,3034,451
4395,2022-08-15,0004,P2,2847114,696,102
4401,2022-08-15,0004,P4,0,0,0
4400,2022-08-15,0004,P13,658035,160,25
4399,2022-08-15,0004,P12,3840753,789,123
4398,2022-08-15,0004,P11,683379,216,29
4397,2022-08-15,0004,P7,448254,101,15
4396,2022-08-15,0004,P6,9325671,1952,304
4406,2022-08-15,0004,P14,5442126,1286,189
4540,2022-08-16,0027,P7,0,0,0
4541,2022-08-16,0027,P11,760439,218,114
4542,2022-08-16,0027,P12,2517931,789,438
4543,2022-08-16,0027,P13,661185,160,98
4548,2022-08-16,0027,P10,43410,127,193
4545,2022-08-16,0027,P5,8720667,3020,1644
4546,2022-08-16,0027,P8,958609,709,277
4547,2022-08-16,0027,P9,262833,297,100
4539,2022-08-16,0027,P6,6998828,1952,1085
4544,2022-08-16,0027,P4,27207824,4092,2251
4538,2022-08-16,0027,P2,2084277,700,398
4526,2022-08-16,0021,P6,7295931,1952,910
4536,2022-08-16,0021,P14,5518492,1286,586
4535,2022-08-16,0021,P10,484967,129,187
4534,2022-08-16,0021,P9,511645,297,71
4533,2022-08-16,0021,P8,1854530,709,275
4532,2022-08-16,0021,P5,7678187,3020,1350
4531,2022-08-16,0021,P4,8398427,4092,1923
4530,2022-08-16,0021,P13,760449,160,78
4529,2022-08-16,0021,P12,3299551,789,345
4528,2022-08-16,0021,P11,922475,218,105
4527,2022-08-16,0021,P7,0,0,0
4549,2022-08-16,0027,P14,2439216,1286,692
4537,2022-08-16,0027,P1,349244,174,99
4550,2022-08-16,03DF,P1,578671,174,45
4562,2022-08-16,03DF,P14,2978325,1286,216
4552,2022-08-16,03DF,P6,3782129,1950,342
4525,2022-08-16,0021,P2,2776799,700,353
4575,2022-08-16,0005,P14,1723813,1286,268
4574,2022-08-16,0005,P10,20259,127,75
4573,2022-08-16,0005,P9,149386,297,31
